GameID,Team,Season,FT%,FTM,FTA,FG%,FGM,FGA,3Point%,3PM,3PA,SecondChancePts,Assists,Rebounds,BenchPoints,FastbreakPts,PointsinthePaint,PointsOffTurnovers,Turnovers,LargestLead,TimeofLargestLead,LeadChanges,Ties,FirstQtr,SecondQtr,ThirdQtr,FourthQtr,TotalPoints,Win,Home
http://oua.ca/sports/mbkb/2015-16/boxscores/20160127_pgm1.xml?view=teamstats,Brock,2015-16,0.72,18,25,0.408,29,71,0.368,7,19,13,17,65,20,,,10,14,,,0,0,20,23,24,16,83,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160127_pgm1.xml?view=teamstats,Guelph,2015-16,0.5,14,28,0.23,17,74,0.048,1,21,10,8,45,19,,,5,12,,,0,0,14,10,14,11,49,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160129_4ql5.xml?view=teamstats,Laurentian,2015-16,0.273,3,11,0.368,25,68,0.321,9,28,8,14,36,16,,,11,24,1,1st -- 09:17,4,1,14,14,22,12,62,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160129_4ql5.xml?view=teamstats,Ryerson,2015-16,0.833,15,18,0.438,32,73,0.259,7,27,15,14,41,27,,,24,12,27,4th -- 05:00,4,1,23,22,19,22,86,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160129_6a9q.xml?view=teamstats,Lakehead,2015-16,0.692,18,26,0.397,25,63,0.238,5,21,15,11,44,10,,,12,16,6,1st -- 08:34,6,2,15,16,17,25,73,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160129_6a9q.xml?view=teamstats,McMaster,2015-16,0.5,8,16,0.394,26,66,0.292,7,24,3,11,34,9,,,15,13,14,3rd -- 06:03,6,2,17,25,16,9,67,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160129_9xx2.xml?view=teamstats,Ottawa,2015-16,0.529,9,17,0.525,32,61,0.214,3,14,10,11,38,17,8,46,16,11,21,4th -- 06:15,2,0,22,18,21,15,76,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160129_9xx2.xml?view=teamstats,Queen's,2015-16,0.765,13,17,0.318,21,66,0.208,5,24,11,8,40,22,0,20,13,19,1,1st -- 07:59,2,0,10,21,15,14,60,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160129_tai5.xml?view=teamstats,Nipissing,2015-16,0.727,16,22,0.39,23,59,0.389,7,18,6,20,36,28,,,4,17,11,2nd -- 06:16,9,7,17,22,18,12,69,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160129_tai5.xml?view=teamstats,Toronto,2015-16,0.679,19,28,0.391,25,64,0.25,4,16,19,10,41,29,,,20,12,5,4th -- 00:12,9,7,17,14,21,21,73,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160129_wqpr.xml?view=teamstats,Carleton,2015-16,0.733,11,15,0.523,34,65,0.517,15,29,8,21,35,23,,,31,8,43,4th -- 00:22,3,0,26,21,29,20,96,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160129_wqpr.xml?view=teamstats,York,2015-16,0.583,7,12,0.373,19,51,0.348,8,23,8,9,29,6,,,5,23,2,1st -- 09:33,3,0,12,12,21,8,53,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160130_6mf3.xml?view=teamstats,Lakehead,2015-16,1.0,10,10,0.483,29,60,0.375,6,16,7,14,29,9,,,21,15,2,1st -- 09:41,2,1,17,14,18,25,74,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160130_6mf3.xml?view=teamstats,McMaster,2015-16,0.778,14,18,0.433,26,60,0.24,6,25,12,11,29,21,,,19,16,14,4th -- 09:02,2,1,25,12,21,14,72,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160130_8sm3.xml?view=teamstats,Ottawa,2015-16,0.783,18,23,0.508,31,61,0.355,11,31,17,20,39,32,2,30,15,14,33,4th -- 04:25,3,4,18,19,31,23,91,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160130_8sm3.xml?view=teamstats,York,2015-16,0.727,8,11,0.359,23,64,0.304,7,23,9,10,32,23,0,22,16,14,12,1st -- 03:14,3,4,23,11,13,14,61,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160130_byct.xml?view=teamstats,Laurentian,2015-16,0.867,13,15,0.375,27,72,0.276,8,29,17,13,32,16,,,23,15,7,1st -- 01:00,10,10,21,19,14,21,75,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160130_byct.xml?view=teamstats,Toronto,2015-16,0.69,20,29,0.421,24,57,0.353,6,17,9,11,39,18,,,15,17,8,1st -- 06:44,10,10,16,24,19,15,74,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160130_cgss.xml?view=teamstats,Nipissing,2015-16,0.857,12,14,0.426,26,61,0.25,4,16,5,21,31,16,,,11,16,,,0,0,13,18,14,23,68,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160130_cgss.xml?view=teamstats,Ryerson,2015-16,0.778,7,9,0.528,38,72,0.424,14,33,16,20,31,47,,,17,10,,,0,0,18,26,30,23,97,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160130_fli6.xml?view=teamstats,Laurier,2015-16,0.579,11,19,0.324,23,71,0.231,3,13,6,4,35,23,,,13,12,2,1st -- 03:19,2,4,8,11,19,22,60,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160130_fli6.xml?view=teamstats,Western,2015-16,0.7,14,20,0.475,28,59,0.1,1,10,7,5,37,19,,,6,15,18,2nd -- 02:33,2,4,10,22,22,17,71,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160130_ghk9.xml?view=teamstats,Carleton,2015-16,0.933,14,15,0.494,38,77,0.391,9,23,14,22,43,23,,,18,10,,,0,1,24,20,25,30,99,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160130_ghk9.xml?view=teamstats,Queen's,2015-16,0.815,22,27,0.406,26,64,0.269,7,26,8,10,32,21,,,15,12,,,0,1,16,13,38,14,81,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160130_oa1j.xml?view=teamstats,Algoma,2015-16,0.5,11,22,0.304,21,69,0.292,7,24,12,9,39,24,,,4,9,2,1st -- 03:47,4,5,10,21,10,19,60,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160130_oa1j.xml?view=teamstats,Guelph,2015-16,0.762,16,21,0.452,28,62,0.421,8,19,11,14,35,26,,,9,9,28,4th -- 07:00,4,5,16,17,26,21,80,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160130_u81g.xml?view=teamstats,Waterloo,2015-16,0.545,12,22,0.313,21,67,0.138,4,29,11,7,47,14,0,22,2,15,2,1st -- 09:37,1,0,13,10,20,15,58,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160130_u81g.xml?view=teamstats,Windsor,2015-16,0.818,9,11,0.463,31,67,0.455,15,33,2,20,35,33,0,20,14,7,28,4th -- 01:38,1,0,23,16,22,25,86,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160203_3szw.xml?view=teamstats,Brock,2015-16,0.591,13,22,0.349,29,83,0.333,8,24,12,19,48,7,,,21,16,5,1st -- 09:06,3,0,18,4,26,31,79,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160203_3szw.xml?view=teamstats,Ryerson,2015-16,0.8,8,10,0.5,41,82,0.438,14,32,17,22,53,35,,,19,19,33,3rd -- 06:57,3,0,22,21,24,37,104,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160205_08yf.xml?view=teamstats,Lakehead,2015-16,0.852,23,27,0.349,22,63,0.324,11,34,17,10,38,21,,,8,12,17,4th -- 01:04,3,3,13,23,22,20,78,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160205_08yf.xml?view=teamstats,York,2015-16,0.7,7,10,0.41,25,61,0.24,6,25,10,10,32,29,,,5,10,9,1st -- 02:28,3,3,16,18,10,19,63,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160205_9gvy.xml?view=teamstats,Nipissing,2015-16,0.75,9,12,0.41,16,39,0.143,2,14,3,1,28,16,,,14,28,,,0,0,8,9,19,7,43,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160205_9gvy.xml?view=teamstats,Western,2015-16,0.75,6,8,0.516,33,64,0.25,3,12,5,9,25,12,,,30,12,,,0,0,26,19,14,16,75,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160205_g6dm.xml?view=teamstats,Carleton,2015-16,0.667,8,12,0.387,29,75,0.24,6,25,18,11,34,8,2,22,16,10,2,1st -- 09:27,7,4,11,16,12,33,72,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160205_g6dm.xml?view=teamstats,Ottawa,2015-16,0.733,22,30,0.453,24,53,0.4,8,20,8,14,42,27,4,22,16,13,13,4th -- 03:27,7,4,15,13,22,28,78,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160205_jumv.xml?view=teamstats,Guelph,2015-16,0.632,12,19,0.405,32,79,0.313,5,16,14,13,36,27,0,2,16,9,0,--,0,4,17,16,27,21,81,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160205_jumv.xml?view=teamstats,Queen's,2015-16,0.625,15,24,0.507,36,71,0.4,6,15,13,10,46,21,0,2,15,13,24,2nd -- 08:06,0,4,36,18,15,24,93,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160205_odlf.xml?view=teamstats,Brock,2015-16,0.619,13,21,0.418,28,67,0.381,8,21,12,11,44,14,0,0,15,12,8,4th -- 00:37,5,6,14,21,21,21,77,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160205_odlf.xml?view=teamstats,Toronto,2015-16,0.647,11,17,0.378,28,74,0.174,4,23,11,11,45,17,0,0,9,14,9,1st -- 01:49,5,6,19,16,22,14,71,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160205_tq6u.xml?view=teamstats,Laurentian,2015-16,0.706,12,17,0.329,23,70,0.222,4,18,7,9,33,7,0,28,4,11,1,1st -- 07:19,2,0,9,21,20,12,62,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160205_tq6u.xml?view=teamstats,Windsor,2015-16,0.875,14,16,0.441,30,68,0.32,8,25,7,19,34,10,0,34,13,12,22,4th -- 02:12,2,0,18,21,23,20,82,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160205_xeke.xml?view=teamstats,Laurier,2015-16,0.667,12,18,0.358,29,81,0.316,12,38,10,20,50,31,,,5,18,,,0,0,21,16,26,19,82,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160205_xeke.xml?view=teamstats,Ryerson,2015-16,0.688,11,16,0.462,42,91,0.286,10,35,20,23,55,52,,,27,11,,,0,0,24,21,35,25,105,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160205_yfn8.xml?view=teamstats,Algoma,2015-16,0.739,17,23,0.478,33,69,0.433,13,30,12,16,34,30,,,17,14,34,4th -- 08:08,6,5,20,18,36,22,96,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160205_yfn8.xml?view=teamstats,Waterloo,2015-16,0.583,7,12,0.426,26,61,0.391,9,23,3,5,27,20,,,14,16,4,2nd -- 05:26,6,5,18,18,12,20,68,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160206_159w.xml?view=teamstats,Guelph,2015-16,0.778,21,27,0.474,36,76,0.36,9,25,11,16,33,43,,,18,11,18,1st -- 00:46,2,0,26,17,29,30,102,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160206_159w.xml?view=teamstats,York,2015-16,0.737,14,19,0.533,40,75,0.308,4,13,11,13,36,27,,,10,11,1,2nd -- 01:40,2,0,11,28,22,37,98,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160206_1i09.xml?view=teamstats,Nipissing,2015-16,0.467,7,15,0.456,26,57,0.632,12,19,0,15,28,39,0,22,2,21,,,0,0,19,22,17,13,71,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160206_1i09.xml?view=teamstats,Windsor,2015-16,0.7,14,20,0.492,32,65,0.517,15,29,3,21,31,6,0,28,29,10,,,0,0,21,31,20,21,93,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160206_gdtz.xml?view=teamstats,Laurier,2015-16,0.667,8,12,0.286,22,77,0.286,8,28,8,9,36,29,0,0,13,8,3,1st -- 09:17,2,1,11,16,15,18,60,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160206_gdtz.xml?view=teamstats,Toronto,2015-16,0.667,8,12,0.452,33,73,0.217,5,23,12,15,60,32,0,0,13,15,25,4th -- 08:01,2,1,29,17,20,13,79,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160206_le4y.xml?view=teamstats,Algoma,2015-16,0.613,19,31,0.397,27,68,0.333,8,24,7,7,28,19,,,15,6,16,4th -- 01:37,10,4,18,21,19,23,81,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160206_le4y.xml?view=teamstats,Waterloo,2015-16,0.526,10,19,0.419,26,62,0.4,6,15,14,8,44,17,,,5,22,6,2nd -- 07:49,10,4,17,19,18,14,68,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160206_n6k3.xml?view=teamstats,Laurentian,2015-16,0.714,10,14,0.313,15,48,0.333,10,30,3,2,39,29,,,5,18,,,0,0,13,14,13,10,50,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160206_n6k3.xml?view=teamstats,Western,2015-16,0.6,12,20,0.355,22,62,0.238,5,21,3,5,35,1,,,17,7,,,0,0,16,16,19,10,61,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160206_pfny.xml?view=teamstats,Lakehead,2015-16,0.545,12,22,0.403,27,67,0.353,6,17,9,14,39,13,0,2,10,10,3,2nd -- 02:24,8,0,16,18,15,23,72,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160206_pfny.xml?view=teamstats,Queen's,2015-16,0.81,17,21,0.431,28,65,0.412,7,17,7,8,41,9,0,2,9,10,10,4th -- 02:43,8,0,20,17,16,27,80,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160212_8455.xml?view=teamstats,Lakehead,2015-16,0.696,16,23,0.492,32,65,0.2,4,20,14,7,37,31,,,8,10,20,4th -- 00:42,7,4,18,22,22,22,84,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160212_8455.xml?view=teamstats,Waterloo,2015-16,0.588,10,17,0.333,22,66,0.37,10,27,7,13,37,8,,,7,10,8,2nd -- 01:28,7,4,17,26,12,9,64,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160212_cj7q.xml?view=teamstats,Guelph,2015-16,0.76,19,25,0.473,35,74,0.2,2,10,13,4,36,25,,,19,15,9,2nd -- 04:16,2,2,26,18,26,21,91,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160212_cj7q.xml?view=teamstats,Laurier,2015-16,0.583,14,24,0.5,38,76,0.571,12,21,20,23,46,44,,,19,12,18,4th -- 07:18,2,2,23,26,35,18,102,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160212_dk4r.xml?view=teamstats,McMaster,2015-16,0.694,25,36,0.484,31,64,0.45,9,20,11,19,36,7,14,42,20,15,6,4th -- 00:05,5,3,19,20,27,30,96,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160212_dk4r.xml?view=teamstats,Ottawa,2015-16,0.727,16,22,0.471,32,68,0.323,10,31,19,19,32,34,6,36,14,18,17,3rd -- 03:56,5,3,23,20,35,12,90,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160212_k9kp.xml?view=teamstats,Brock,2015-16,0.6,15,25,0.344,21,61,0.381,8,21,10,15,39,1,,,8,22,7,1st -- 03:28,5,1,24,14,20,7,65,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160212_k9kp.xml?view=teamstats,Carleton,2015-16,0.625,5,8,0.481,39,81,0.389,7,18,16,17,50,24,,,32,14,25,4th -- 00:02,5,1,23,25,18,24,90,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160212_rd0j.xml?view=teamstats,Algoma,2015-16,0.476,10,21,0.344,22,64,0.32,8,25,6,10,39,16,0,0,16,14,11,2nd -- 04:51,6,7,12,15,14,21,62,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160212_rd0j.xml?view=teamstats,Toronto,2015-16,0.619,13,21,0.345,19,55,0.273,6,22,7,7,44,16,0,0,8,18,6,3rd -- 05:29,6,7,15,12,19,11,57,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160212_tep3.xml?view=teamstats,Queen's,2015-16,0.8,24,30,0.484,31,64,0.419,13,31,9,24,35,25,0,0,21,21,10,1st -- 05:40,3,8,16,15,25,22,99,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160212_tep3.xml?view=teamstats,Western,2015-16,0.667,20,30,0.435,30,69,0.37,10,27,14,12,32,9,0,0,17,19,6,2nd -- 02:18,3,8,10,23,17,28,90,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160212_ypra.xml?view=teamstats,Windsor,2015-16,0.571,12,21,0.405,32,79,0.345,10,29,9,14,37,2,,,14,11,6,1st -- 06:14,7,8,17,21,21,19,86,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160212_ypra.xml?view=teamstats,York,2015-16,0.619,13,21,0.493,33,67,0.286,6,21,8,10,41,18,,,14,14,10,2nd -- 09:46,7,8,20,15,21,22,85,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160213_2ju5.xml?view=teamstats,Algoma,2015-16,0.588,10,17,0.294,20,68,0.222,6,27,7,4,35,21,,,7,18,,,0,0,10,24,16,6,56,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160213_2ju5.xml?view=teamstats,Ryerson,2015-16,0.839,26,31,0.429,33,77,0.25,6,24,17,11,57,34,,,15,13,,,0,0,17,28,33,20,98,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160213_3jhl.xml?view=teamstats,Queen's,2015-16,0.786,11,14,0.485,32,66,0.48,12,25,2,12,33,27,0,0,14,16,3,1st -- 09:38,1,1,15,14,27,31,87,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160213_3jhl.xml?view=teamstats,Windsor,2015-16,0.706,12,17,0.531,34,64,0.542,13,24,9,13,27,16,0,0,16,15,20,3rd -- 08:11,1,1,22,24,21,26,93,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160213_6mr1.xml?view=teamstats,Laurentian,2015-16,0.625,10,16,0.525,32,61,0.476,10,21,11,20,35,26,,,17,14,22,4th -- 00:00,1,0,18,22,28,16,84,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160213_6mr1.xml?view=teamstats,Nipissing,2015-16,0.588,10,17,0.407,24,59,0.353,6,17,4,15,27,18,,,11,14,9,1st -- 06:13,1,0,24,20,16,4,64,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160213_71b5.xml?view=teamstats,Lakehead,2015-16,0.682,15,22,0.478,32,67,0.435,10,23,11,17,42,28,,,15,14,6,4th -- 00:13,9,0,19,20,27,23,89,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160213_71b5.xml?view=teamstats,Laurier,2015-16,0.579,11,19,0.405,32,79,0.345,10,29,12,18,35,18,,,8,11,16,1st -- 03:29,9,0,28,21,16,20,85,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160213_bvmi.xml?view=teamstats,Carleton,2015-16,0.647,11,17,0.391,27,69,0.346,9,26,13,13,36,15,,,17,14,19,4th -- 01:53,4,2,17,20,17,20,74,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160213_bvmi.xml?view=teamstats,McMaster,2015-16,0.429,9,21,0.365,23,63,0.357,10,28,10,17,37,21,,,13,14,1,1st -- 09:35,4,2,17,13,13,22,65,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160213_nyw2.xml?view=teamstats,Guelph,2015-16,0.76,19,25,0.458,33,72,0.313,5,16,6,10,30,44,,,17,9,15,4th -- 00:00,3,2,19,20,24,27,90,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160213_nyw2.xml?view=teamstats,Waterloo,2015-16,0.6,18,30,0.375,27,72,0.188,3,16,5,7,45,12,,,11,15,9,1st -- 07:08,3,2,23,18,17,17,75,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160213_prku.xml?view=teamstats,Western,2015-16,0.655,19,29,0.45,27,60,0.381,8,21,8,12,26,4,,,19,14,,,0,0,29,16,18,18,81,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160213_prku.xml?view=teamstats,York,2015-16,0.722,13,18,0.509,28,55,0.5,11,22,9,16,30,13,,,12,20,,,0,0,12,19,31,18,80,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160213_ur4p.xml?view=teamstats,Brock,2015-16,0.636,7,11,0.459,34,74,0.333,7,21,8,16,35,12,,,24,15,8,1st -- 02:58,5,3,20,18,18,26,82,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160213_ur4p.xml?view=teamstats,Ottawa,2015-16,0.838,31,37,0.472,25,53,0.444,8,18,6,16,37,31,,,12,17,13,4th -- 06:40,5,3,17,24,22,26,89,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160214_8ch9.xml?view=teamstats,Ryerson,2015-16,0.773,17,22,0.473,35,74,0.28,7,25,12,10,41,45,0,0,8,5,22,4th -- 05:03,9,10,27,20,30,17,94,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160214_8ch9.xml?view=teamstats,Toronto,2015-16,0.765,13,17,0.367,29,79,0.32,8,25,19,9,47,30,0,0,4,11,4,1st -- 02:05,9,10,24,20,17,18,79,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160217_epy3.xml?view=teamstats,Guelph,2015-16,0.75,18,24,0.452,33,73,0.414,12,29,2,20,34,28,,,40,19,19,2nd -- 02:15,10,3,21,30,11,34,96,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160217_epy3.xml?view=teamstats,Ryerson,2015-16,0.667,18,27,0.421,32,76,0.385,10,26,14,13,47,16,,,14,24,3,2nd -- 07:39,10,3,19,17,22,34,92,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160219_0mb1.xml?view=teamstats,Carleton,2015-16,0.667,8,12,0.618,42,68,0.278,5,18,20,21,51,44,,,10,19,,,0,0,34,23,21,19,97,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160219_0mb1.xml?view=teamstats,Laurier,2015-16,0.563,9,16,0.338,22,65,0.292,7,24,4,11,20,21,,,9,15,,,0,0,23,6,15,16,60,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160219_3dir.xml?view=teamstats,Brock,2015-16,0.594,19,32,0.308,24,78,0.125,3,24,16,14,60,13,,,17,20,4,OT -- 00:57,5,6,11,13,16,21,70,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160219_3dir.xml?view=teamstats,Laurentian,2015-16,0.765,13,17,0.343,24,70,0.24,6,25,7,15,49,16,,,15,19,14,3rd -- 03:08,5,6,17,18,17,9,67,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160219_97tr.xml?view=teamstats,Algoma,2015-16,0.737,14,19,0.315,23,73,0.259,7,27,10,11,38,13,,,13,12,8,2nd -- 00:22,15,10,19,20,16,12,67,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160219_97tr.xml?view=teamstats,York,2015-16,0.75,21,28,0.333,21,63,0.25,5,20,10,9,44,22,,,8,13,9,1st -- 02:35,15,10,18,13,22,15,68,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160219_bj6l.xml?view=teamstats,Guelph,2015-16,1.0,9,9,0.446,33,74,0.409,9,22,7,20,30,26,,,21,13,11,1st -- 04:45,3,1,23,15,23,23,84,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160219_bj6l.xml?view=teamstats,Toronto,2015-16,0.864,19,22,0.458,27,59,0.375,6,16,3,17,32,36,,,16,15,11,3rd -- 08:27,3,1,22,23,18,16,79,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160219_c3nt.xml?view=teamstats,McMaster,2015-16,0.647,11,17,0.451,32,71,0.214,6,28,7,21,31,26,18,46,42,12,33,4th -- 07:48,4,1,15,19,31,16,81,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160219_c3nt.xml?view=teamstats,Nipissing,2015-16,0.75,15,20,0.404,23,57,0.333,4,12,14,10,39,28,0,28,15,26,2,1st -- 05:51,4,1,12,14,14,25,65,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160219_fv77.xml?view=teamstats,Lakehead,2015-16,0.688,11,16,0.358,24,67,0.231,6,26,12,10,36,41,,,10,8,,,0,0,13,16,14,22,65,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160219_fv77.xml?view=teamstats,Ryerson,2015-16,0.556,5,9,0.433,29,67,0.469,15,32,5,17,42,16,,,14,9,,,0,0,27,22,22,7,78,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160219_gbc7.xml?view=teamstats,Ottawa,2015-16,0.438,7,16,0.449,35,78,0.242,8,33,9,14,41,40,8,52,30,12,30,4th -- 05:29,4,0,23,17,27,18,85,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160219_gbc7.xml?view=teamstats,Waterloo,2015-16,0.5,2,4,0.377,23,61,0.429,12,28,3,14,40,22,2,12,3,24,1,1st -- 07:13,4,0,17,12,17,14,60,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160220_2fj3.xml?view=teamstats,Carleton,2015-16,0.889,24,27,0.507,37,73,0.412,7,17,20,12,60,45,,,26,10,,,0,0,27,31,27,20,105,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160220_2fj3.xml?view=teamstats,Waterloo,2015-16,0.75,6,8,0.194,13,67,0.229,8,35,6,6,31,2,,,3,15,,,0,0,5,11,14,10,40,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160220_3gnk.xml?view=teamstats,Lakehead,2015-16,0.733,11,15,0.55,33,60,0.44,11,25,10,18,33,18,,,11,11,16,4th -- 08:13,2,1,28,12,27,21,88,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160220_3gnk.xml?view=teamstats,Toronto,2015-16,0.846,11,13,0.438,28,64,0.4,10,25,13,13,26,36,,,14,10,1,1st -- 08:44,2,1,23,14,16,24,77,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160220_5dle.xml?view=teamstats,Laurentian,2015-16,0.167,1,6,0.392,29,74,0.241,7,29,10,14,34,14,8,38,15,15,1,1st -- 09:25,2,1,16,11,22,17,66,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20160220_5dle.xml?view=teamstats,McMaster,2015-16,0.692,9,13,0.451,32,71,0.387,12,31,11,22,43,20,12,34,17,16,23,3rd -- 00:37,2,1,23,20,25,17,85,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160220_bixi.xml?view=teamstats,Algoma,2015-16,0.615,8,13,0.411,30,73,0.2,3,15,9,11,47,2,,,11,13,16,4th -- 03:43,4,4,18,16,22,15,71,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20160220_bixi.xml?view=teamstats,Queen's,2015-16,0.722,13,18,0.309,21,68,0.217,5,23,5,5,40,19,,,6,11,2,2nd -- 06:58,4,4,15,12,20,13,60,0,0
