GameID,Team,Season,FT%,FTM,FTA,FG%,FGM,FGA,3Point%,3PM,3PA,SecondChancePts,Assists,Rebounds,BenchPoints,FastbreakPts,PointsinthePaint,PointsOffTurnovers,Turnovers,LargestLead,TimeofLargestLead,LeadChanges,Ties,FirstQtr,SecondQtr,ThirdQtr,FourthQtr,TotalPoints,Win,Home
http://oua.ca/sports/mbkb/2016-17/boxscores/20161119_28b0.xml?view=teamstats,Algoma,2016-17,0.667,8,12,0.345,19,55,0.406,13,32,0,10,16,31,,,8,12,7,1st -- 05:55,1,1,15,11,16,17,59,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161119_28b0.xml?view=teamstats,Ottawa,2016-17,0.909,10,11,0.571,36,63,0.391,9,23,11,21,37,38,,,21,13,36,4th -- 09:11,1,1,21,26,26,18,91,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161119_68pk.xml?view=teamstats,Laurier,2016-17,0.667,12,18,0.403,27,67,0.276,8,29,13,9,40,44,,,17,14,7,4th -- 00:07,6,3,18,10,18,28,74,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161119_68pk.xml?view=teamstats,York,2016-17,0.538,14,26,0.348,23,66,0.368,7,19,8,13,40,32,,,15,16,16,3rd -- 04:19,6,3,19,19,14,15,67,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161119_blkv.xml?view=teamstats,Lakehead,2016-17,0.389,7,18,0.36,27,75,0.229,8,35,10,18,44,20,,,12,14,4,1st -- 04:55,8,7,19,16,9,25,69,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161119_blkv.xml?view=teamstats,Windsor,2016-17,0.667,6,9,0.434,33,76,0.297,11,37,4,20,37,7,,,14,10,24,3rd -- 04:29,8,7,20,23,21,19,83,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161119_knbj.xml?view=teamstats,Nipissing,2016-17,0.619,13,21,0.413,26,63,0.409,9,22,16,12,35,39,0,0,10,12,4,1st -- 09:15,3,1,13,22,21,18,74,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161119_knbj.xml?view=teamstats,Toronto,2016-17,0.786,11,14,0.523,34,65,0.35,7,20,9,11,36,18,0,0,19,9,15,4th -- 04:30,3,1,25,15,24,22,86,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161119_n2pr.xml?view=teamstats,Brock,2016-17,0.737,14,19,0.507,34,67,0.4,4,10,12,21,48,24,,,16,13,18,4th -- 05:50,3,5,20,20,26,20,86,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161119_n2pr.xml?view=teamstats,Guelph,2016-17,0.483,14,29,0.406,28,69,0.5,5,10,11,10,46,32,,,14,15,5,1st -- 08:42,3,5,13,24,17,21,75,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161119_vxk7.xml?view=teamstats,Queen's,2016-17,0.833,10,12,0.463,31,67,0.286,6,21,10,17,43,27,0,2,8,8,20,4th -- 00:43,1,2,25,18,18,17,78,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161119_vxk7.xml?view=teamstats,Waterloo,2016-17,0.462,6,13,0.351,26,74,0.056,1,18,12,4,45,12,0,0,8,7,2,1st -- 08:27,1,2,13,17,17,12,59,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161123_p48p.xml?view=teamstats,Guelph,2016-17,0.76,19,25,0.366,26,71,0.333,6,18,13,10,30,50,0,24,9,13,0,--,0,1,15,16,15,31,77,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161123_p48p.xml?view=teamstats,McMaster,2016-17,0.818,18,22,0.43,34,79,0.286,6,21,29,18,53,20,0,44,19,11,28,4th -- 02:40,0,1,21,18,31,22,92,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161123_vnbz.xml?view=teamstats,Waterloo,2016-17,0.667,18,27,0.45,27,60,0.286,6,21,4,8,35,23,,,10,17,2,1st -- 01:45,2,1,15,17,24,22,78,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161123_vnbz.xml?view=teamstats,Windsor,2016-17,0.773,17,22,0.466,34,73,0.31,9,29,10,20,36,26,,,22,10,19,4th -- 03:43,2,1,19,22,31,22,94,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161123_ygtk.xml?view=teamstats,Laurier,2016-17,0.778,14,18,0.402,33,82,0.294,10,34,26,13,54,31,,,10,24,11,4th -- 05:17,7,6,8,22,19,21,78,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161123_ygtk.xml?view=teamstats,Western,2016-17,0.423,11,26,0.378,34,90,0.192,5,26,13,15,47,36,,,25,12,9,2nd -- 09:39,7,6,15,14,21,20,78,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161125_28o1.xml?view=teamstats,Carleton,2016-17,0.857,6,7,0.408,31,76,0.407,11,27,7,21,38,36,,,22,8,26,4th -- 03:26,1,3,19,17,20,23,79,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161125_28o1.xml?view=teamstats,Nipissing,2016-17,0.75,3,4,0.4,26,65,0.267,4,15,13,15,34,36,,,6,16,6,1st -- 04:54,1,3,16,13,16,14,59,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161125_fxoe.xml?view=teamstats,Lakehead,2016-17,0.75,12,16,0.377,26,69,0.333,11,33,4,13,33,10,,,21,14,27,3rd -- 03:19,1,2,21,27,21,6,75,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161125_fxoe.xml?view=teamstats,Queen's,2016-17,0.75,24,32,0.387,24,62,0.211,4,19,6,6,30,16,,,17,9,3,4th -- 01:45,1,2,14,13,22,27,76,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161125_j0lu.xml?view=teamstats,Algoma,2016-17,1.0,12,12,0.306,19,62,0.344,11,32,2,8,26,48,,,6,15,9,1st -- 07:34,1,1,14,15,10,22,61,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161125_j0lu.xml?view=teamstats,Ryerson,2016-17,0.8,12,15,0.545,42,77,0.429,15,35,10,14,43,57,,,22,9,56,4th -- 04:31,1,1,25,25,33,28,111,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161125_qkc2.xml?view=teamstats,Laurentian,2016-17,0.5,7,14,0.381,24,63,0.19,4,21,6,11,28,18,,,16,17,7,2nd -- 08:09,3,8,12,13,12,22,59,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161125_qkc2.xml?view=teamstats,Ottawa,2016-17,0.684,13,19,0.483,29,60,0.167,3,18,7,18,37,14,,,20,16,22,3rd -- 00:23,3,8,12,16,31,15,74,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161126_1d0d.xml?view=teamstats,Carleton,2016-17,0.867,13,15,0.559,33,59,0.429,9,21,14,16,38,18,,,16,18,25,4th -- 08:02,6,4,14,28,31,15,88,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161126_1d0d.xml?view=teamstats,Laurentian,2016-17,0.643,9,14,0.459,28,61,0.3,6,20,7,16,26,1,,,17,16,15,2nd -- 04:57,6,4,23,17,15,16,71,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161126_1qbm.xml?view=teamstats,Laurier,2016-17,0.706,12,17,0.319,23,72,0.321,9,28,10,13,47,17,,,7,14,7,3rd -- 02:35,12,4,14,14,25,14,67,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161126_1qbm.xml?view=teamstats,Windsor,2016-17,0.583,7,12,0.386,27,70,0.208,5,24,9,14,39,12,,,13,14,14,2nd -- 03:10,12,4,20,13,15,18,66,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161126_mvhv.xml?view=teamstats,Nipissing,2016-17,0.636,7,11,0.49,24,49,0.471,8,17,3,23,27,28,,,4,17,3,1st -- 08:14,2,2,18,17,11,17,63,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161126_mvhv.xml?view=teamstats,Ottawa,2016-17,0.417,10,24,0.435,30,69,0.391,9,23,8,20,27,15,,,18,8,22,4th -- 06:36,2,2,23,24,18,14,79,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161126_n1dk.xml?view=teamstats,Brock,2016-17,0.842,16,19,0.382,26,68,0.4,8,20,12,20,51,17,,,12,21,8,1st -- 03:37,10,9,19,19,10,28,76,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161126_n1dk.xml?view=teamstats,McMaster,2016-17,0.533,16,30,0.38,27,71,0.143,3,21,12,10,53,31,,,18,16,11,4th -- 09:39,10,9,15,22,19,17,73,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161126_v3gg.xml?view=teamstats,Waterloo,2016-17,0.773,17,22,0.438,28,64,0.375,9,24,15,13,39,24,,,12,25,10,1st -- 04:12,4,7,22,15,20,25,82,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161126_v3gg.xml?view=teamstats,Western,2016-17,0.85,17,20,0.433,29,67,0.333,6,18,11,15,26,18,,,34,14,10,3rd -- 04:48,4,7,15,24,26,16,81,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161126_w1js.xml?view=teamstats,Algoma,2016-17,0.647,11,17,0.439,25,57,0.346,9,26,3,9,22,70,,,10,13,8,1st -- 08:14,11,7,28,12,13,17,70,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161126_w1js.xml?view=teamstats,Toronto,2016-17,0.692,9,13,0.516,33,64,0.421,8,19,5,13,30,83,,,15,12,17,4th -- 04:17,11,7,29,11,21,22,83,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161126_z2kz.xml?view=teamstats,Lakehead,2016-17,0.667,8,12,0.448,30,67,0.314,11,35,8,21,28,29,,,20,17,11,4th -- 07:39,9,5,15,27,21,16,79,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161126_z2kz.xml?view=teamstats,York,2016-17,0.636,7,11,0.468,29,62,0.417,10,24,8,18,35,18,,,24,21,7,1st -- 05:38,9,5,16,21,19,19,75,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161130_0e4i.xml?view=teamstats,Toronto,2016-17,0.6,15,25,0.4,30,75,0.257,9,35,8,12,48,15,0,0,3,6,9,1st -- 02:42,10,5,29,12,22,21,84,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161130_0e4i.xml?view=teamstats,Windsor,2016-17,0.647,11,17,0.397,31,78,0.325,13,40,7,14,44,27,0,0,9,3,7,4th -- 08:44,10,5,23,14,21,28,86,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161130_dmu7.xml?view=teamstats,Ryerson,2016-17,0.8,4,5,0.582,39,67,0.523,23,44,17,33,34,27,6,26,23,17,,,0,0,27,33,17,28,105,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161130_dmu7.xml?view=teamstats,Western,2016-17,0.636,7,11,0.5,32,64,0.208,5,24,8,15,27,37,8,40,18,18,,,0,0,15,21,16,24,76,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161202_imc6.xml?view=teamstats,Nipissing,2016-17,0.591,13,22,0.413,31,75,0.348,8,23,15,11,45,29,,,13,9,6,4th -- 00:05,9,7,17,18,25,23,83,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161202_imc6.xml?view=teamstats,Waterloo,2016-17,0.444,4,9,0.416,32,77,0.476,10,21,14,13,38,27,,,10,8,12,2nd -- 04:54,9,7,22,18,23,15,78,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161202_oaro.xml?view=teamstats,McMaster,2016-17,0.5,6,12,0.35,21,60,0.478,11,23,10,10,32,15,,,8,19,3,1st -- 09:35,1,1,11,23,8,17,59,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161202_oaro.xml?view=teamstats,Ottawa,2016-17,0.538,7,13,0.508,32,63,0.444,8,18,13,13,38,16,,,21,11,28,4th -- 02:30,1,1,21,22,19,17,79,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161202_oixo.xml?view=teamstats,Brock,2016-17,0.654,17,26,0.397,23,58,0.278,5,18,7,12,31,27,,,13,20,3,1st -- 09:20,3,2,12,18,19,19,68,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161202_oixo.xml?view=teamstats,Carleton,2016-17,0.692,18,26,0.475,29,61,0.267,4,15,9,17,35,24,,,27,18,19,4th -- 05:09,3,2,19,16,24,21,80,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161202_pagn.xml?view=teamstats,Algoma,2016-17,0.68,17,25,0.347,25,72,0.265,9,34,14,15,25,25,,,24,11,6,3rd -- 06:30,9,4,14,16,16,30,76,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161202_pagn.xml?view=teamstats,York,2016-17,0.8,12,15,0.475,28,59,0.278,5,18,17,10,42,20,,,7,24,11,4th -- 06:28,9,4,18,13,24,18,73,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161202_y90q.xml?view=teamstats,Laurentian,2016-17,0.615,8,13,0.375,30,80,0.28,7,25,17,11,45,16,,,7,11,18,2nd -- 05:50,1,6,25,19,14,17,75,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161202_y90q.xml?view=teamstats,Laurier,2016-17,0.833,15,18,0.382,29,76,0.364,8,22,10,13,50,37,,,5,15,7,4th -- 00:34,1,6,18,20,17,26,81,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161203_4kbh.xml?view=teamstats,Algoma,2016-17,0.65,13,20,0.387,29,75,0.261,6,23,10,6,35,42,0,2,20,11,0,--,0,0,18,8,22,29,77,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161203_4kbh.xml?view=teamstats,Queen's,2016-17,0.667,14,21,0.525,32,61,0.412,7,17,10,14,45,26,0,0,9,17,26,3rd -- 07:41,0,0,27,22,15,21,85,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161203_apf5.xml?view=teamstats,Laurentian,2016-17,0.593,16,27,0.381,24,63,0.316,6,19,6,17,38,12,,,11,13,11,4th -- 00:15,6,5,21,14,12,23,70,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161203_apf5.xml?view=teamstats,Waterloo,2016-17,0.65,13,20,0.324,23,71,0.125,2,16,17,7,39,33,,,9,16,2,2nd -- 06:18,6,5,16,18,5,22,61,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161203_hjh9.xml?view=teamstats,Laurier,2016-17,0.692,9,13,0.325,25,77,0.231,6,26,10,7,49,21,,,11,13,6,1st -- 07:28,8,4,14,19,20,12,65,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161203_hjh9.xml?view=teamstats,Nipissing,2016-17,0.667,6,9,0.388,26,67,0.32,8,25,8,9,41,25,,,15,17,11,2nd -- 05:59,8,4,16,23,15,12,66,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161203_mszy.xml?view=teamstats,Toronto,2016-17,0.733,11,15,0.5,29,58,0.5,11,22,14,19,42,21,0,0,15,17,21,3rd -- 00:08,2,1,20,19,24,17,80,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161203_mszy.xml?view=teamstats,Western,2016-17,0.75,9,12,0.382,26,68,0.2,5,25,9,13,29,23,0,0,16,15,1,1st -- 08:47,2,1,10,19,13,24,66,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161203_o7mn.xml?view=teamstats,Ryerson,2016-17,0.778,14,18,0.4,30,75,0.313,10,32,15,18,52,26,6,38,17,13,27,3rd -- 01:20,2,1,21,21,26,16,84,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161203_o7mn.xml?view=teamstats,Windsor,2016-17,0.722,13,18,0.288,21,73,0.22,9,41,13,9,50,25,0,18,4,21,1,2nd -- 06:38,2,1,11,22,13,18,64,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161203_s1ci.xml?view=teamstats,Guelph,2016-17,0.792,19,24,0.47,31,66,0.333,6,18,12,18,29,35,,,33,11,,,0,0,18,24,18,27,87,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161203_s1ci.xml?view=teamstats,York,2016-17,0.7,14,20,0.426,23,54,0.217,5,23,8,16,29,23,,,15,29,,,0,0,12,12,19,22,65,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161203_xg11.xml?view=teamstats,Carleton,2016-17,0.8,16,20,0.414,29,70,0.292,7,24,7,16,43,23,,,23,14,25,3rd -- 05:10,2,1,19,21,17,24,81,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161203_xg11.xml?view=teamstats,McMaster,2016-17,0.8,8,10,0.407,24,59,0.458,11,24,8,13,32,10,,,15,21,4,1st -- 07:11,2,1,10,15,18,24,67,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161203_yk2u.xml?view=teamstats,Brock,2016-17,0.706,12,17,0.421,24,57,0.2,3,15,9,6,36,27,,,7,23,3,1st -- 08:36,1,2,20,7,20,16,63,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161203_yk2u.xml?view=teamstats,Ottawa,2016-17,0.739,17,23,0.485,32,66,0.36,9,25,9,12,32,7,,,36,11,30,4th -- 00:53,1,2,25,19,23,23,90,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161229_14n5.xml?view=teamstats,Queen's,2016-17,0.63,17,27,0.42,29,69,0.407,11,27,8,15,49,29,2,30,16,20,11,2nd -- 03:14,6,7,20,14,15,23,86,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161229_14n5.xml?view=teamstats,Saint Mary's,2016-17,0.647,22,34,0.421,32,76,0.188,3,16,13,14,47,18,0,48,20,13,13,4th -- 06:17,6,7,15,14,25,18,89,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161229_vhum.xml?view=teamstats,Ottawa,2016-17,0.909,10,11,0.493,37,75,0.409,18,44,9,22,41,41,0,34,11,11,15,4th -- 02:47,15,14,22,26,20,34,102,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161229_vhum.xml?view=teamstats,UPEI,2016-17,0.815,22,27,0.418,28,67,0.455,10,22,12,8,39,23,0,24,10,11,8,1st -- 03:14,15,14,26,22,20,20,88,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161230_6rpf.xml?view=teamstats,Mount Royal,2016-17,0.857,12,14,0.325,25,77,0.214,6,28,16,11,44,34,0,34,11,14,11,1st -- 02:53,3,2,25,7,11,25,68,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161230_6rpf.xml?view=teamstats,Queen's,2016-17,0.625,15,24,0.388,26,67,0.161,5,31,15,15,54,30,0,32,10,15,19,3rd -- 04:55,3,2,18,20,16,18,72,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161230_97ut.xml?view=teamstats,Ottawa,2016-17,0.75,9,12,0.392,31,79,0.286,12,42,6,22,45,16,0,36,27,12,18,4th -- 00:50,2,2,24,19,27,13,83,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161230_97ut.xml?view=teamstats,StFX,2016-17,0.704,19,27,0.368,21,57,0.235,4,17,10,10,43,19,0,30,14,20,2,2nd -- 03:43,2,2,17,21,18,9,65,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161230_x9oz.xml?view=teamstats,Laval,2016-17,0.571,8,14,0.365,23,63,0.318,7,22,8,9,35,32,0,24,13,18,3,1st -- 09:36,5,2,17,16,12,16,61,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161230_x9oz.xml?view=teamstats,Toronto,2016-17,0.773,17,22,0.394,26,66,0.3,9,30,13,14,47,20,0,16,18,17,17,4th -- 00:12,5,2,19,21,17,21,78,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161231_nv5s.xml?view=teamstats,Queen's,2016-17,0.655,19,29,0.518,29,56,0.36,9,25,5,17,41,27,4,34,25,19,2,1st -- 09:47,5,3,15,23,26,22,86,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161231_nv5s.xml?view=teamstats,UPEI,2016-17,0.8,20,25,0.423,30,71,0.432,16,37,10,15,35,30,2,20,18,15,18,3rd -- 06:44,5,3,24,30,20,22,96,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161231_s9m5.xml?view=teamstats,Ottawa,2016-17,0.5,8,16,0.433,29,67,0.4,12,30,17,12,47,21,4,24,6,11,15,2nd -- 06:00,0,0,23,16,23,16,78,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161231_s9m5.xml?view=teamstats,Saint Mary's,2016-17,0.76,19,25,0.315,23,73,0.2,4,20,7,10,47,8,2,20,5,8,0,--,0,0,13,18,23,15,69,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20161231_w5ho.xml?view=teamstats,Guelph,2016-17,0.818,9,11,0.642,34,53,1.0,8,8,2,3,14,23,,,12,7,21,4th -- 00:00,1,0,24,21,19,21,85,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20161231_w5ho.xml?view=teamstats,UQAM,2016-17,0.75,15,20,0.418,23,55,1.0,3,3,14,4,23,16,,,5,11,6,1st -- 08:18,1,0,15,16,21,12,64,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20170106_0rwt.xml?view=teamstats,Queen's,2016-17,0.8,8,10,0.46,29,63,0.36,9,25,12,6,39,30,,,17,20,14,2nd -- 05:45,2,1,13,25,18,19,75,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20170106_0rwt.xml?view=teamstats,Western,2016-17,0.167,1,6,0.439,29,66,0.455,10,22,10,7,34,23,,,22,14,3,4th -- 03:13,2,1,11,22,17,19,69,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20170106_8h8v.xml?view=teamstats,Windsor,2016-17,0.458,11,24,0.368,28,76,0.364,16,44,10,24,53,37,,,12,15,,,0,1,24,21,19,19,83,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20170106_8h8v.xml?view=teamstats,York,2016-17,0.486,17,35,0.37,27,73,0.212,7,33,11,7,42,15,,,14,13,,,0,1,10,18,20,30,78,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20170106_jkd0.xml?view=teamstats,Lakehead,2016-17,0.722,13,18,0.344,22,64,0.241,7,29,13,10,55,13,4,26,8,24,5,3rd -- 08:52,8,5,8,25,15,16,64,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20170106_jkd0.xml?view=teamstats,Ryerson,2016-17,0.688,11,16,0.44,33,75,0.407,11,27,13,20,39,19,4,30,28,10,26,4th -- 01:35,8,5,11,23,22,32,88,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20170106_kjaa.xml?view=teamstats,Carleton,2016-17,0.667,18,27,0.533,40,75,0.44,11,25,25,13,54,50,,,22,9,36,4th -- 00:38,1,3,25,15,29,40,109,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20170106_kjaa.xml?view=teamstats,Laurier,2016-17,0.727,24,33,0.377,20,53,0.333,9,27,6,11,23,20,,,11,16,2,1st -- 09:38,1,3,14,26,12,21,73,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20170106_rm0d.xml?view=teamstats,McMaster,2016-17,0.857,12,14,0.565,35,62,0.381,8,21,9,21,28,17,,,10,9,,,0,0,23,13,30,24,90,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20170106_rm0d.xml?view=teamstats,Nipissing,2016-17,0.733,11,15,0.439,29,66,0.3,6,20,8,18,24,36,,,11,12,,,0,0,18,16,17,24,75,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20170106_s82a.xml?view=teamstats,Guelph,2016-17,0.333,2,6,0.453,29,64,0.316,6,19,4,10,22,29,0,26,13,11,10,2nd -- 02:05,2,3,8,27,9,22,66,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20170106_s82a.xml?view=teamstats,Toronto,2016-17,0.609,14,23,0.483,28,58,0.467,7,15,19,11,45,8,0,18,7,16,19,4th -- 02:45,2,3,11,17,25,24,77,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20170106_uc5g.xml?view=teamstats,Brock,2016-17,0.71,22,31,0.5,29,58,0.462,6,13,17,12,36,28,,,19,15,,,0,3,26,19,22,19,86,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20170106_uc5g.xml?view=teamstats,Laurentian,2016-17,0.765,13,17,0.508,31,61,0.412,7,17,4,19,25,21,,,12,12,,,0,3,14,27,13,28,82,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20170106_v9ui.xml?view=teamstats,Ottawa,2016-17,0.455,10,22,0.485,32,66,0.31,9,29,11,13,37,29,,,20,8,,,0,0,19,26,22,16,83,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20170106_v9ui.xml?view=teamstats,Waterloo,2016-17,0.565,13,23,0.276,16,58,0.188,3,16,5,5,36,10,,,3,20,,,0,0,8,8,19,13,48,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20170107_31fv.xml?view=teamstats,Lakehead,2016-17,0.8,12,15,0.349,22,63,0.25,8,32,8,8,46,23,0,4,16,16,5,1st -- 08:53,13,8,21,10,23,10,64,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20170107_31fv.xml?view=teamstats,Toronto,2016-17,0.857,18,21,0.444,24,54,0.471,8,17,5,8,31,15,0,0,12,12,10,4th -- 00:22,13,8,20,14,19,21,74,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20170107_4ei6.xml?view=teamstats,Laurier,2016-17,0.778,7,9,0.315,23,73,0.2,5,25,12,10,39,4,,,8,9,,,0,2,13,16,14,15,58,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20170107_4ei6.xml?view=teamstats,Ottawa,2016-17,0.5,9,18,0.467,35,75,0.364,8,22,12,10,53,24,,,6,8,,,0,2,27,15,19,26,87,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20170107_giyc.xml?view=teamstats,Carleton,2016-17,0.667,10,15,0.474,37,78,0.459,17,37,21,24,55,50,,,15,13,,,0,0,31,21,16,33,101,1,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20170107_giyc.xml?view=teamstats,Waterloo,2016-17,0.52,13,25,0.294,20,68,0.333,7,21,11,10,26,10,,,12,11,,,0,0,16,14,13,17,60,0,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20170107_gw21.xml?view=teamstats,Guelph,2016-17,0.905,19,21,0.393,24,61,0.474,9,19,10,8,38,37,0,22,8,18,3,1st -- 08:09,1,1,12,21,20,23,76,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20170107_gw21.xml?view=teamstats,Ryerson,2016-17,0.733,11,15,0.493,37,75,0.481,13,27,20,17,40,13,6,40,21,12,30,4th -- 05:57,1,1,21,31,23,23,98,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20170107_h2yl.xml?view=teamstats,Brock,2016-17,0.6,9,15,0.366,26,71,0.294,5,17,14,13,29,36,,,13,16,3,3rd -- 02:52,11,13,4,21,24,17,66,0,0
http://oua.ca/sports/mbkb/2016-17/boxscores/20170107_h2yl.xml?view=teamstats,Nipissing,2016-17,0.632,12,19,0.397,25,63,0.304,7,23,11,19,36,26,,,10,21,16,2nd -- 08:51,11,13,19,8,21,21,69,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20170107_jkjm.xml?view=teamstats,Laurentian,2016-17,0.722,13,18,0.5,36,72,0.435,10,23,27,22,40,21,,,21,14,11,4th -- 04:50,7,7,20,18,32,25,95,1,1
http://oua.ca/sports/mbkb/2016-17/boxscores/20170107_jkjm.xml?view=teamstats,McMaster,2016-17,0.643,18,28,0.542,32,59,0.313,5,16,11,14,29,7,,,18,11,5,2nd -- 07:39,7,7,20,20,22,25,87,0,0
