GameID,Team,Season,FT%Diff,FTMDiff,FTADiff,FG%Diff,FGMDiff,FGADiff,3Point%Diff,3PMDiff,3PADiff,SecondChancePtsDiff,AssistsDiff,ReboundsDiff,BenchPointsDiff,FastbreakPtsDiff,PointsinthePaintDiff,PointsOffTurnoversDiff,TurnoversDiff,LargestLeadDiff,TimeofLargestLead,LeadChanges,Ties,FirstQtr,SecondQtr,ThirdQtr,FourthQtr,TotalPoints,Win,Home
http://oua.ca/sports/mbkb/2015-16/boxscores/20151023_z8c8.xml?view=teamstats,Western,2015-16,-0.157,2,8,0.017,1,0,0.196,7,8,-2,7,-5,-31,-2,0,6,-1,21,3rd -- 00:03,0,0,23,19,28,13,83,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151024_2vef.xml?view=teamstats,Laurier,2015-16,0.113,-2,-6,-0.132,-5,13,0.086,8,19,-1,1,-18,9,,,11,-7,-12,1st -- 04:36,10,13,18,22,24,23,87,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151024_2vef.xml?view=teamstats,Saint Mary's,2015-16,-0.113,2,6,0.132,5,-13,-0.086,-8,-19,1,-1,18,-9,,,-11,7,12,3rd -- 05:14,10,13,18,26,26,21,91,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151024_lcky.xml?view=teamstats,UPEI,2015-16,-0.0900000000000001,4,7,-0.073,-6,-2,-0.083,-4,-4,5,-16,4,8,0,10,-5,0,-15,1st -- 01:40,10,7,26,15,12,30,83,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151024_lcky.xml?view=teamstats,Western,2015-16,0.0900000000000001,-4,-7,0.073,6,2,0.083,4,4,-5,16,-4,-8,0,-10,5,0,15,3rd -- 00:00,10,7,22,23,30,20,95,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151024_p09n.xml?view=teamstats,Nipissing,2015-16,-0.153,-1,2,-0.064,-5,-1,-0.215,-2,2,-1,-6,-3,-10,0,2,-10,3,-23,--,0,0,13,22,23,23,81,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151024_p09n.xml?view=teamstats,StFX,2015-16,0.153,1,-2,0.064,5,1,0.215,2,-2,1,6,3,10,0,-2,10,-3,23,1st -- 03:00,0,0,27,21,22,24,94,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151025_bya4.xml?view=teamstats,McMaster,2015-16,0.046,4,5,0.088,3,-6,0.232,4,2,5,8,7,9,,,2,5,13,4th -- 03:04,3,0,22,19,16,26,83,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151025_bya4.xml?view=teamstats,Saint Mary's,2015-16,-0.046,-4,-5,-0.088,-3,6,-0.232,-4,-2,-5,-8,-7,-9,,,-2,-5,-13,1st -- 07:42,3,0,14,19,18,18,69,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151025_l8c9.xml?view=teamstats,MacEwan,2015-16,-0.142,-6,-4,-0.115,-3,10,-0.184,4,17,-2,-3,-9,-10,,,-2,-1,-7,1st -- 08:56,2,3,22,14,23,16,75,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151025_l8c9.xml?view=teamstats,Queen's,2015-16,0.142,6,4,0.115,3,-10,0.184,-4,-17,2,3,9,10,,,2,1,7,3rd -- 06:43,2,3,20,20,31,12,83,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151025_nehf.xml?view=teamstats,Dalhousie,2015-16,0.131,16,19,-0.068,-5,-2,-0.15,-5,-10,5,-9,9,-3,2,4,6,2,2,2nd -- 08:39,15,9,23,10,22,18,73,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151025_nehf.xml?view=teamstats,Toronto,2015-16,-0.131,-16,-19,0.068,5,2,0.15,5,10,-5,9,-9,3,-2,-4,-6,-2,-2,2nd -- 01:49,15,9,16,21,17,18,72,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151030_els3.xml?view=teamstats,Lakehead,2015-16,-0.0940000000000001,-2,-1,-0.028,-5,-7,-0.143,-6,-8,-2,-13,-13,-61,,,-7,5,-24,1st -- 09:18,1,0,12,22,18,16,68,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151030_els3.xml?view=teamstats,Lakehead,2015-16,-0.0940000000000001,-2,-1,-0.028,-5,-7,-0.143,-6,-8,-2,-13,-13,-61,,,-7,5,-24,1st -- 09:18,1,0,32,23,11,20,86,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151030_els3.xml?view=teamstats,Lakehead,2015-16,0.0940000000000001,2,1,0.028,5,7,0.143,6,8,2,13,13,61,,,7,-5,24,2nd -- 03:19,1,0,12,22,18,16,68,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151030_els3.xml?view=teamstats,Lakehead,2015-16,0.0940000000000001,2,1,0.028,5,7,0.143,6,8,2,13,13,61,,,7,-5,24,2nd -- 03:19,1,0,32,23,11,20,86,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151030_pvcv.xml?view=teamstats,Ottawa,2015-16,0.119,7,7,-0.058,-3,2,0.063,11,24,10,8,7,5,,,9,-6,12,4th -- 00:37,4,4,20,18,25,28,91,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151030_pvcv.xml?view=teamstats,York,2015-16,-0.119,-7,-7,0.058,3,-2,-0.063,-11,-24,-10,-8,-7,-5,,,-9,6,-12,3rd -- 09:15,4,4,11,28,19,21,79,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151031_7pt5.xml?view=teamstats,McGill,2015-16,0.042,9,13,0.079,9,9,-0.239,-4,4,1,9,6,13,,,0,-4,28,4th -- 07:52,1,1,26,26,23,15,90,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151031_7pt5.xml?view=teamstats,York,2015-16,-0.042,-9,-13,-0.079,-9,-9,0.239,4,-4,-1,-9,-6,-13,,,0,4,-28,1st -- 08:34,1,1,13,18,18,18,67,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151031_pxyn.xml?view=teamstats,Hibbing,2015-16,-0.189,-1,3,-0.132,-5,7,-0.226,-7,-2,-8,-9,-13,-11,,,-2,-11,-20,1st -- 08:48,2,1,11,19,13,20,63,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151031_pxyn.xml?view=teamstats,Lakehead,2015-16,0.189,1,-3,0.132,5,-7,0.226,7,2,8,9,13,11,,,2,11,20,4th -- 00:25,2,1,23,14,18,26,81,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151031_tsa3.xml?view=teamstats,Ottawa,2015-16,0.0419999999999999,2,1,0.073,8,7,0.054,2,2,8,1,9,27,,,11,-12,19,4th -- 01:23,4,5,26,25,28,23,102,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151031_tsa3.xml?view=teamstats,UNB,2015-16,-0.0419999999999999,-2,-1,-0.073,-8,-7,-0.054,-2,-2,-8,-1,-9,-27,,,-11,12,-19,1st -- 05:17,4,5,23,17,25,17,82,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151101_0gl8.xml?view=teamstats,McGill,2015-16,-0.136,3,9,0.059,0,-9,0.125,1,-4,-7,7,5,2,,,-2,2,-4,1st -- 00:07,11,6,21,10,15,28,74,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151101_0gl8.xml?view=teamstats,Ottawa,2015-16,0.136,-3,-9,-0.059,0,9,-0.125,-1,4,7,-7,-5,-2,,,2,-2,4,3rd -- 03:00,11,6,15,16,22,17,70,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151101_9cj2.xml?view=teamstats,UNB,2015-16,-0.027,2,4,-0.00700000000000001,4,11,-0.07,0,5,-8,8,-3,3,,,23,-10,1,3rd -- 04:21,7,5,26,19,26,20,91,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151101_9cj2.xml?view=teamstats,York,2015-16,0.027,-2,-4,0.00700000000000001,-4,-11,0.07,0,-5,8,-8,3,-3,,,-23,10,-1,2nd -- 05:52,7,5,24,20,18,19,81,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151104_d18s.xml?view=teamstats,Brock,2015-16,0.052,7,9,-0.019,2,8,-0.027,-3,-9,15,0,6,-27,-12,8,-2,-4,-4,4th -- 05:24,4,1,17,12,31,23,83,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151104_d18s.xml?view=teamstats,McMaster,2015-16,-0.052,-7,-9,0.019,-2,-8,0.027,3,9,-15,0,-6,27,12,-8,2,4,4,2nd -- 03:48,4,1,21,17,18,19,75,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151104_q6j4.xml?view=teamstats,Laurier,2015-16,0.0549999999999999,-1,-3,-0.077,-6,0,0.068,2,1,-20,-5,-22,7,0,-30,16,-3,-18,2nd -- 01:49,10,6,11,22,19,25,77,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151104_q6j4.xml?view=teamstats,Windsor,2015-16,-0.0549999999999999,1,3,0.077,6,0,-0.068,-2,-1,20,5,22,-7,0,30,-16,3,18,4th -- 02:55,10,6,16,15,30,27,88,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151104_qkq1.xml?view=teamstats,Waterloo,2015-16,-0.118,-6,-5,-0.149,-11,-2,0.167,7,15,-3,-7,9,-15,,,-11,11,,,0,0,5,21,23,20,69,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151104_qkq1.xml?view=teamstats,Western,2015-16,0.118,6,5,0.149,11,2,-0.167,-7,-15,3,7,-9,15,,,11,-11,,,0,0,19,25,23,23,90,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151104_yn1w.xml?view=teamstats,Ryerson,2015-16,-0.039,-5,-6,-0.03,3,13,-0.114,0,13,3,-1,4,6,,,10,0,9,2nd -- 05:36,6,4,29,16,11,29,85,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151104_yn1w.xml?view=teamstats,Toronto,2015-16,0.039,5,6,0.03,-3,-13,0.114,0,-13,-3,1,-4,-6,,,-10,0,-9,4th -- 06:43,6,4,18,13,27,26,84,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151106_4qjt.xml?view=teamstats,Carleton,2015-16,0.142,13,14,0.201,15,4,0.154,2,-8,20,14,31,31,,,15,-1,45,4th -- 00:57,4,2,19,20,37,17,93,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151106_4qjt.xml?view=teamstats,Laurentian,2015-16,-0.142,-13,-14,-0.201,-15,-4,-0.154,-2,8,-20,-14,-31,-31,,,-15,1,-45,1st -- 02:26,4,2,15,10,8,15,48,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151106_cmm5.xml?view=teamstats,Algoma,2015-16,0.029,4,6,-0.146,-6,7,-0.017,2,5,-6,1,-10,19,,,12,-9,1,3rd -- 03:54,10,8,12,16,17,12,57,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151106_cmm5.xml?view=teamstats,Brock,2015-16,-0.029,-4,-6,0.146,6,-7,0.017,-2,-5,6,-1,10,-19,,,-12,9,-1,4th -- 00:45,10,8,15,13,19,16,63,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151106_uz0y.xml?view=teamstats,Nipissing,2015-16,-0.25,-3,0,-0.248,-16,-2,-0.158,-7,-11,1,-13,-10,-12,,,-21,9,,,0,0,4,9,17,19,49,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151106_uz0y.xml?view=teamstats,Ottawa,2015-16,0.25,3,0,0.248,16,2,0.158,7,11,-1,13,10,12,,,21,-9,,,0,0,26,18,31,16,91,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151106_xg82.xml?view=teamstats,Guelph,2015-16,0.0529999999999999,-4,-7,-0.038,0,6,0.123,3,1,4,4,-2,18,,,-5,0,-2,2nd -- 03:23,4,2,14,19,17,14,64,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151106_xg82.xml?view=teamstats,Lakehead,2015-16,-0.0529999999999999,4,7,0.038,0,-6,-0.123,-3,-1,-4,-4,2,-18,,,5,0,2,3rd -- 05:37,4,2,16,18,20,11,65,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151107_7qxo.xml?view=teamstats,Algoma,2015-16,0.02,-4,-8,-0.118,-11,-10,-0.097,-4,-5,-7,-3,-9,-8,,,-13,3,-28,1st -- 06:09,12,3,17,14,13,12,56,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151107_7qxo.xml?view=teamstats,McMaster,2015-16,-0.02,4,8,0.118,11,10,0.097,4,5,7,3,9,8,,,13,-3,28,4th -- 00:15,12,3,19,16,29,22,86,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151107_9m9y.xml?view=teamstats,Queen's,2015-16,0.091,4,4,0.071,-1,-12,0.106,2,-2,0,1,11,-11,0,0,-11,8,19,3rd -- 08:44,0,2,22,15,18,15,70,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151107_9m9y.xml?view=teamstats,York,2015-16,-0.091,-4,-4,-0.071,1,12,-0.106,-2,2,0,-1,-11,11,0,0,11,-8,-19,--,0,2,15,8,23,20,66,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151107_n6yy.xml?view=teamstats,Guelph,2015-16,0.332,8,3,-0.00700000000000001,3,11,-0.117,-3,-5,-4,-3,0,23,,,18,-9,16,2nd -- 05:47,2,1,22,16,13,10,61,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151107_n6yy.xml?view=teamstats,Lakehead,2015-16,-0.332,-8,-3,0.00700000000000001,-3,-11,0.117,3,5,4,3,0,-23,,,-18,9,-16,1st -- 07:35,2,1,9,17,13,11,50,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151107_pd4r.xml?view=teamstats,Laurier,2015-16,0.207,7,3,-0.05,-2,4,0.153,2,-1,-1,-1,-12,60,,,-4,0,0,1st -- 03:54,10,12,20,11,23,12,76,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151107_pd4r.xml?view=teamstats,Western,2015-16,-0.207,-7,-3,0.05,2,-4,-0.153,-2,1,1,1,12,-60,,,4,0,0,2nd -- 01:48,10,12,19,19,16,12,71,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151107_q9po.xml?view=teamstats,Waterloo,2015-16,-0.123,0,4,-0.0690000000000001,-9,-9,0.181,8,9,1,4,-1,-12,,,-7,5,-13,1st -- 09:12,2,0,15,19,19,28,81,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151107_q9po.xml?view=teamstats,Windsor,2015-16,0.123,0,-4,0.0690000000000001,9,9,-0.181,-8,-9,-1,-4,1,12,,,7,-5,13,4th -- 06:29,2,0,22,18,23,28,91,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151107_qwbh.xml?view=teamstats,Carleton,2015-16,0.1,1,-1,0.168,13,4,-0.005,6,14,2,13,22,-6,,,4,3,,,0,1,27,31,22,22,102,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151107_qwbh.xml?view=teamstats,Nipissing,2015-16,-0.1,-1,1,-0.168,-13,-4,0.005,-6,-14,-2,-13,-22,6,,,-4,-3,,,0,1,6,21,23,17,67,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151107_ydhb.xml?view=teamstats,Laurentian,2015-16,0.262,-15,-29,-0.115,-4,10,-0.033,-8,-15,-2,-9,-4,-20,,,-14,4,,,0,0,16,19,16,15,66,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151107_ydhb.xml?view=teamstats,Ottawa,2015-16,-0.262,15,29,0.115,4,-10,0.033,8,15,2,9,4,20,,,14,-4,,,0,0,23,21,24,29,97,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151111_9dl6.xml?view=teamstats,Toronto,2015-16,0.161,4,2,0.078,12,15,0.092,-2,-14,9,3,23,1,0,0,10,0,24,4th -- 07:44,1,2,23,26,17,25,91,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151111_9dl6.xml?view=teamstats,Waterloo,2015-16,-0.161,-4,-2,-0.078,-12,-15,-0.092,2,14,-9,-3,-23,-1,0,0,-10,0,-24,1st -- 08:57,1,2,15,19,15,16,65,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151111_w3t5.xml?view=teamstats,McMaster,2015-16,-0.403,-3,5,-0.089,-4,5,-0.111,-4,-2,1,3,3,1,-4,-6,-3,-2,-18,--,0,2,20,9,27,13,69,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151111_w3t5.xml?view=teamstats,Ryerson,2015-16,0.403,3,-5,0.089,4,-5,0.111,4,2,-1,-3,-3,-1,4,6,3,2,18,3rd -- 04:19,0,2,21,22,21,20,84,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151113_6199.xml?view=teamstats,Lakehead,2015-16,0.132,9,13,-0.215,-17,-8,0.016,-3,-8,-21,0,-26,12,,,-10,-3,-25,2nd -- 05:35,3,2,22,12,17,10,61,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151113_6199.xml?view=teamstats,Ottawa,2015-16,-0.132,-9,-13,0.215,17,8,-0.016,3,8,21,0,26,-12,,,10,3,25,4th -- 00:31,3,2,23,20,21,25,89,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151113_gn75.xml?view=teamstats,Carleton,2015-16,0.064,-5,-8,0.142,16,19,-0.042,-1,-1,11,5,20,-9,,,13,-5,,,0,2,22,19,19,25,85,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151113_gn75.xml?view=teamstats,Guelph,2015-16,-0.064,5,8,-0.142,-16,-19,0.042,1,1,-11,-5,-20,9,,,-13,5,,,0,2,14,16,17,12,59,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151113_h8a5.xml?view=teamstats,Nipissing,2015-16,-0.083,-9,-11,-0.056,-7,-8,0.098,4,7,1,1,0,-34,,,-14,12,-20,1st -- 09:55,3,2,16,12,21,13,62,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151113_h8a5.xml?view=teamstats,York,2015-16,0.083,9,11,0.056,7,8,-0.098,-4,-7,-1,-1,0,34,,,14,-12,20,4th -- 00:23,3,2,16,20,25,20,81,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151113_imxy.xml?view=teamstats,Laurentian,2015-16,-0.148,-6,-3,0.032,2,0,-0.107,1,10,7,5,11,-8,,,-10,9,0,2nd -- 05:49,2,5,19,17,15,17,68,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151113_imxy.xml?view=teamstats,Queen's,2015-16,0.148,6,3,-0.032,-2,0,0.107,-1,-10,-7,-5,-11,8,,,10,-9,0,3rd -- 04:28,2,5,13,26,17,13,69,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151113_qo9d.xml?view=teamstats,Western,2015-16,-0.0149999999999999,6,11,0.169,7,-9,0.134,0,-11,-7,6,4,9,0,6,-5,3,14,3rd -- 05:14,1,1,13,26,22,22,83,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151113_qo9d.xml?view=teamstats,Windsor,2015-16,0.0149999999999999,-6,-11,-0.169,-7,9,-0.134,0,11,7,-6,-4,-9,0,-6,5,-3,-14,1st -- 07:43,1,1,8,23,14,18,63,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151114_0bnx.xml?view=teamstats,Laurentian,2015-16,0.372,10,2,-0.079,-8,-4,0.181,3,-7,11,-2,15,1,,,-6,9,8,3rd -- 02:48,22,12,20,22,19,25,96,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151114_0bnx.xml?view=teamstats,York,2015-16,-0.372,-10,-2,0.079,8,4,-0.181,-3,7,-11,2,-15,-1,,,6,-9,-8,1st -- 09:27,22,12,20,23,15,28,99,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151114_e7pb.xml?view=teamstats,McMaster,2015-16,-0.146,-2,1,0.06,11,17,0.043,5,16,5,14,10,16,10,10,11,-7,28,3rd -- 03:48,0,2,26,25,19,19,89,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151114_e7pb.xml?view=teamstats,Toronto,2015-16,0.146,2,-1,-0.06,-11,-17,-0.043,-5,-16,-5,-14,-10,-16,-10,-10,-11,7,-28,--,0,2,13,16,18,17,64,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151114_lo43.xml?view=teamstats,Carleton,2015-16,0.189,1,-3,0.287,16,-3,0.095,-2,-13,-3,4,13,13,,,-11,3,28,4th -- 00:06,1,0,31,19,18,25,93,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151114_lo43.xml?view=teamstats,Lakehead,2015-16,-0.189,-1,3,-0.287,-16,3,-0.095,2,13,3,-4,-13,-13,,,11,-3,-28,1st -- 09:51,1,0,18,19,6,19,62,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151114_ml0v.xml?view=teamstats,Algoma,2015-16,0.0580000000000001,3,2,-0.029,-6,-12,-0.099,0,7,-3,1,-8,3,,,-5,2,-8,1st -- 05:57,5,5,14,14,18,22,70,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151114_ml0v.xml?view=teamstats,Laurier,2015-16,-0.0580000000000001,-3,-2,0.029,6,12,0.099,0,-7,3,-1,8,-3,,,5,-2,8,4th -- 08:00,5,5,20,13,21,14,79,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151114_u20s.xml?view=teamstats,Nipissing,2015-16,0.045,5,6,-0.141,-8,1,-0.053,-1,0,1,7,3,-15,,,-2,2,-2,2nd -- 07:39,2,3,23,8,15,11,57,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151114_u20s.xml?view=teamstats,Queen's,2015-16,-0.045,-5,-6,0.141,8,-1,0.053,1,0,-1,-7,-3,15,,,2,-2,2,4th -- 05:18,2,3,18,16,19,16,69,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151114_vh60.xml?view=teamstats,Ryerson,2015-16,0.046,7,8,0.019,1,-1,0.024,1,1,14,1,6,-2,,,-3,-1,19,4th -- 09:34,6,5,22,28,26,20,96,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151114_vh60.xml?view=teamstats,Waterloo,2015-16,-0.046,-7,-8,-0.019,-1,1,-0.024,-1,-1,-14,-1,-6,2,,,3,1,-19,1st -- 08:33,6,5,23,14,20,29,86,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151114_w5la.xml?view=teamstats,Guelph,2015-16,-0.16,-4,0,-0.029,-2,0,0.033,1,1,-10,-1,-8,14,,,1,2,,,0,1,14,22,16,18,70,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151114_w5la.xml?view=teamstats,Ottawa,2015-16,0.16,4,0,0.029,2,0,-0.033,-1,-1,10,1,8,-14,,,-1,-2,,,0,1,24,15,26,12,77,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151115_sham.xml?view=teamstats,Algoma,2015-16,0.199,1,-4,-0.124,-8,1,-0.014,-3,-9,-4,1,-16,13,,,2,4,-17,2nd -- 02:35,6,4,16,22,11,13,62,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151115_sham.xml?view=teamstats,Laurier,2015-16,-0.199,-1,4,0.124,8,-1,0.014,3,9,4,-1,16,-13,,,-2,-4,17,4th -- 00:49,6,4,21,17,19,23,80,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151118_g78j.xml?view=teamstats,Ryerson,2015-16,0.0890000000000001,-6,-11,-0.00600000000000001,-6,-17,0.099,4,4,-8,-6,-6,6,0,-10,-12,11,-11,1st -- 09:16,9,4,12,9,20,26,67,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151118_g78j.xml?view=teamstats,Windsor,2015-16,-0.0890000000000001,6,11,0.00600000000000001,6,17,-0.099,-4,-4,8,6,6,-6,0,10,12,-11,11,4th -- 09:43,9,4,13,12,26,30,81,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151120_d5nq.xml?view=teamstats,Ryerson,2015-16,0.222,-2,-4,0.187,10,-3,0.348,10,3,5,-2,5,17,,,11,0,26,4th -- 05:44,1,3,19,27,26,20,92,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151120_d5nq.xml?view=teamstats,Western,2015-16,-0.222,2,4,-0.187,-10,3,-0.348,-10,-3,-5,2,-5,-17,,,-11,0,-26,1st -- 08:29,1,3,15,16,22,11,64,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151120_iyxt.xml?view=teamstats,Brock,2015-16,-0.052,4,7,0.116,7,-2,-0.06,-3,-4,1,5,-1,15,,,13,-4,12,4th -- 03:51,5,4,17,26,24,19,86,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151120_iyxt.xml?view=teamstats,York,2015-16,0.052,-4,-7,-0.116,-7,2,0.06,3,4,-1,-5,1,-15,,,-13,4,-12,1st -- 05:47,5,4,18,20,17,16,71,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151120_jydu.xml?view=teamstats,Lakehead,2015-16,0.00600000000000001,-2,-3,0.047,5,5,0.104,4,8,-5,7,2,-11,,,5,-3,12,4th -- 09:58,1,2,16,18,21,20,75,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151120_jydu.xml?view=teamstats,Nipissing,2015-16,-0.00600000000000001,2,3,-0.047,-5,-5,-0.104,-4,-8,5,-7,-2,11,,,-5,3,-12,1st -- 08:28,1,2,13,12,17,21,63,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151120_qczd.xml?view=teamstats,Algoma,2015-16,-0.111,-1,0,-0.1,-11,-12,-0.047,-1,-1,-12,-9,-26,-11,,,-2,5,-17,1st -- 03:24,2,3,19,11,16,5,51,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151120_qczd.xml?view=teamstats,Carleton,2015-16,0.111,1,0,0.1,11,12,0.047,1,1,12,9,26,11,,,2,-5,17,4th -- 00:34,2,3,15,23,12,25,75,1,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151120_r14t.xml?view=teamstats,Guelph,2015-16,0.005,-8,-10,-0.051,3,16,-0.217,-2,5,11,-4,5,17,,,-1,-5,0,2nd -- 02:31,10,11,18,19,23,19,79,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151120_r14t.xml?view=teamstats,Laurentian,2015-16,-0.005,8,10,0.051,-3,-16,0.217,2,-5,-11,4,-5,-17,,,1,5,0,4th -- 01:12,10,11,16,14,33,20,83,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151120_x61h.xml?view=teamstats,McMaster,2015-16,0.188,2,-2,0.02,4,6,0.074,3,4,-2,-2,-6,5,0,-2,10,-4,9,3rd -- 00:03,5,2,20,21,23,20,84,1,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151120_x61h.xml?view=teamstats,Queen's,2015-16,-0.188,-2,2,-0.02,-4,-6,-0.074,-3,-4,2,2,6,-5,0,2,-10,4,-9,1st -- 03:42,5,2,23,11,13,24,71,0,1
http://oua.ca/sports/mbkb/2015-16/boxscores/20151121_i3vb.xml?view=teamstats,Toronto,2015-16,0.083,0,-2,0.071,2,-6,0.032,-5,-16,6,-2,1,-14,0,3,-5,4,-3,3rd -- 01:01,6,4,16,27,30,15,88,0,0
http://oua.ca/sports/mbkb/2015-16/boxscores/20151121_i3vb.xml?view=teamstats,Windsor,2015-16,-0.083,0,2,-0.071,-2,6,-0.032,5,16,-6,2,-1,14,0,-3,5,-4,3,2nd -- 03:24,6,4,26,24,20,19,89,1,1
