Game ID,2nd Chance Points Away,2nd Chance Points Home,3 Point % Away,3 Point % Home,3PM Away,3PA Away,3PM Home,3PA Home,Assists Away,Assists Home,Away,Bench Points Away,Bench Points Home,Fastbreak Points Away,Fastbreak Points Home,Field Goal % Away,Field Goal % Home,FGM Away,FGA Away,FGM Home,FGA Home,Free Throw % Away,Free Throw % Home,FTM Away,FTA Away,FTM Home,FTA Home,Home,Largest Lead Away,Largest Lead Home,Lead Changes,Loser,Loser 1st Qtr Pts,Loser 2nd Qtr Pts,Loser 3rd Qtr Pts,Loser 4th Qtr Pts,Loser OT Points,Loser Total Pts,Points in the Paint Away,Points in the Paint Home,Points off Turnovers Away,Points off Turnovers Home,Rebounds Away,Rebounds Home,Ties,Time of Largest Lead Away,Time of Largest Lead Home,Turnovers Away,Turnovers Home,Winner,Winner 1st Qtr Pts,Winner 2nd Qtr Pts,Winner 3rd Qtr Pts,Winner 4th Qtr Pts,Winner OT Points,Winner Total Pts,Season,Date
http://oua.ca/sports/mbkb/2016-17/boxscores/20161202_oaro.xml?view=teamstats,10,13,0.478,0.444,11,23,8,18,10,13,McMaster,15,16,,,0.35,0.508,21,60,32,63,0.5,0.538,6,12,7,13,Ottawa,3,28,1,McMaster,11,23,8,17,,59,,,8,21,32,38,1,1st -- 09:35,4th -- 02:30,19,11,Ottawa,21,22,19,17,,79,2016-17,20161202
http://oua.ca/sports/mbkb/2016-17/boxscores/20161022_fsp1.xml?view=teamstats,11,4,0.208,0.207,5,24,6,29,15,8,UBC,25,23,3,0,0.385,0.328,30,78,19,58,0.783,0.714,18,23,15,21,Nipissing,27,2,4,Nipissing,19,15,14,11,,59,42,24,23,16,57,34,2,4th -- 00:57,1st -- 05:29,20,23,UBC,23,21,14,25,,83,2016-17,20161022
http://oua.ca/sports/mbkb/2016-17/boxscores/20161119_vxk7.xml?view=teamstats,12,10,0.056,0.286,1,18,6,21,4,17,Waterloo,12,27,0,0,0.351,0.463,26,74,31,67,0.462,0.833,6,13,10,12,Queen's,2,20,1,Waterloo,13,17,17,12,,59,0,2,8,8,45,43,2,1st -- 08:27,4th -- 00:43,7,8,Queen's,25,18,18,17,,78,2016-17,20161119
http://oua.ca/sports/mbkb/2016-17/boxscores/20170203_fjt6.xml?view=teamstats,12,4,0.185,0.308,5,27,8,26,11,15,Queen's,18,17,2,0,0.319,0.4,23,72,28,70,0.889,0.857,8,9,6,7,Ryerson,8,15,4,Queen's,21,4,20,14,,59,16,20,11,12,47,43,5,1st -- 01:44,4th -- 05:32,14,11,Ryerson,19,8,24,19,,70,2016-17,20170203
http://oua.ca/sports/mbkb/2017-18/boxscores/20171013_qdvz.xml?view=teamstats,9,30,0.214,0.261,6,28,6,23,7,21,Bishop's,24,45,,,0.345,0.451,19,55,37,82,0.625,0.833,15,24,15,18,Carleton,,,0,Bishop's,15,15,15,14,,59,,,5,31,34,49,0,,,27,12,Carleton,28,17,25,25,,95,2017-18,20171013
http://oua.ca/sports/mbkb/2017-18/boxscores/20180209_qjxo.xml?view=teamstats,13,8,0.25,0.333,7,28,6,18,16,11,Carleton,31,32,,,0.478,0.408,32,67,20,49,0.583,0.765,7,12,13,17,Nipissing,21,3,1,Nipissing,9,21,13,16,,59,,,16,9,32,26,0,4th -- 05:21,1st -- 07:04,14,17,Carleton,15,24,15,24,,78,2017-18,20180209
http://oua.ca/sports/mbkb/2017-18/boxscores/20171125_ljxk.xml?view=teamstats,10,4,0.429,0.308,12,28,8,26,23,12,Ottawa,41,25,,,0.569,0.308,41,72,20,65,0,1,0,2,11,11,Lakehead,,,0,Lakehead,14,10,17,18,,59,,,16,6,36,25,0,,,14,13,Ottawa,24,26,17,27,,94,2017-18,20171125
http://oua.ca/sports/mbkb/2017-18/boxscores/20180119_e4kl.xml?view=teamstats,11,4,0.167,0.28,4,24,7,25,8,15,Nipissing,19,22,,,0.314,0.403,22,70,27,67,0.733,0.75,11,15,9,12,Ottawa,7,25,3,Nipissing,17,6,16,20,,59,,,7,17,43,44,3,1st -- 04:21,4th -- 04:52,16,11,Ottawa,17,17,21,15,,70,2017-18,20180119
http://oua.ca/sports/mbkb/2017-18/boxscores/20171104_se8e.xml?view=teamstats,4,7,0.19,0.4,4,21,14,35,3,10,Ryerson,11,26,,,0.44,0.352,22,50,19,54,0.478,0.588,11,23,10,17,Western,8,12,5,Ryerson,11,16,20,12,,59,,,31,18,28,35,3,3rd -- 01:50,2nd -- 07:29,18,22,Western,22,10,11,19,,62,2017-18,20171104
http://oua.ca/sports/mbkb/2017-18/boxscores/20171014_k0ry.xml?view=teamstats,12,6,0.484,0.333,15,31,9,27,22,12,Western,30,2,,,0.485,0.368,33,68,21,57,0.556,0.455,5,9,10,22,Saskatchewan,27,2,1,Saskatchewan,10,11,22,16,,59,,,14,5,42,30,0,4th -- 02:48,1st -- 09:03,11,13,Western,24,14,20,28,,86,2017-18,20171014
http://oua.ca/sports/mbkb/2018-19/boxscores/20190112_sxm5.xml?view=teamstats,24,2,0.458,0.333,11,24,7,21,23,3,Carleton,68,13,,,0.525,0.377,42,80,20,53,0.75,0.923,12,16,12,13,Nipissing,,,0,Nipissing,8,26,11,14,,59,,,32,6,41,16,0,,,9,18,Carleton,30,24,25,28,,107,2018-19,20190112
http://oua.ca/sports/mbkb/2018-19/boxscores/20181031_nwar.xml?view=teamstats,15,19,0.16,0.273,4,25,6,22,6,11,Guelph,14,31,0,4,0.25,0.431,18,72,28,65,0.76,0.81,19,25,34,42,Ryerson,2,41,3,Guelph,10,17,15,17,,59,18,36,11,24,41,58,2,1st -- 09:01,4th -- 04:05,15,15,Ryerson,27,17,31,21,,96,2018-19,20181031
http://oua.ca/sports/mbkb/2018-19/boxscores/20190110_gaf8.xml?view=teamstats,14,9,0.313,0.105,5,16,2,19,7,6,Guelph,11,14,,,0.32,0.297,24,75,19,64,0.667,0.864,12,18,19,22,Waterloo,16,3,7,Waterloo,10,7,24,18,,59,,,20,13,46,40,10,3rd -- 09:51,4th -- 03:45,13,15,Guelph,11,20,13,21,,65,2018-19,20190110
http://oua.ca/sports/mbkb/2018-19/boxscores/20181103_00cp.xml?view=teamstats,15,5,0.273,0.233,6,22,7,30,9,12,Queen's,6,39,,,0.369,0.353,24,65,24,68,0.625,0.667,5,8,6,9,Windsor,13,2,3,Queen's,23,9,13,14,,59,,,12,10,42,30,2,3rd -- 06:37,4th -- 00:00,10,11,Windsor,16,10,13,22,,61,2018-19,20181103
http://oua.ca/sports/mbkb/2014-15/boxscores/20150214_5d87.xml?view=teamstats,26,5,0.407,0.316,11,27,6,19,13,3,Windsor,45,31,,,0.507,0.279,38,75,19,68,0.786,0.762,11,14,16,21,Algoma,40,4,2,Algoma,16,16,13,15,,60,,,16,13,45,28,1,4th -- 01:08,1st -- 05:30,15,16,Windsor,17,27,31,23,,98,2014-15,20150214
http://oua.ca/sports/mbkb/2014-15/boxscores/20141115_cy68.xml?view=teamstats,11,9,0.471,0.389,8,17,7,18,23,16,Carleton,26,3,,,0.55,0.351,33,60,20,57,0.667,0.929,8,12,13,14,Laurentian,30,3,4,Laurentian,17,14,12,17,,60,,,15,15,31,23,7,4th -- 05:41,1st -- 00:25,13,18,Carleton,14,25,27,16,,82,2014-15,20141115
http://oua.ca/sports/mbkb/2014-15/boxscores/20150121_4owp.xml?view=teamstats,4,11,0.2,0.269,4,20,7,26,9,16,Waterloo,17,38,,,0.373,0.478,22,59,32,67,0.571,0.75,12,21,21,28,Guelph,,,0,Waterloo,12,16,22,10,,60,,,6,29,29,35,0,,,20,11,Guelph,28,23,26,15,,92,2014-15,20150121
http://oua.ca/sports/mbkb/2014-15/boxscores/20141108_356l.xml?view=teamstats,8,7,0.31,0.304,9,29,7,23,5,10,York,14,12,,,0.354,0.343,23,65,24,70,0.625,0.68,5,8,17,25,Lakehead,4,14,3,York,6,14,27,13,,60,,,8,17,38,42,3,3rd -- 01:15,3rd -- 07:57,14,12,Lakehead,13,17,13,29,,72,2014-15,20141108
http://oua.ca/sports/mbkb/2014-15/boxscores/20141129_1gog.xml?view=teamstats,7,10,0.381,0.281,8,21,9,32,7,14,Toronto,19,26,0,2,0.344,0.485,22,64,33,68,1,0.786,8,8,11,14,Ottawa,1,29,2,Toronto,12,12,12,24,,60,18,40,2,11,34,43,2,1st -- 07:53,4th -- 04:43,15,9,Ottawa,21,16,21,28,,86,2014-15,20141129
http://oua.ca/sports/mbkb/2014-15/boxscores/20141004_i0t0.xml?view=teamstats,9,2,0.167,0.227,3,18,5,22,11,7,Trinity Western,16,15,,,0.4,0.353,24,60,18,51,0.563,0.731,18,32,19,26,Queen's,9,7,5,Queen's,12,16,20,12,,60,,,32,19,46,34,8,2nd -- 09:01,1st -- 06:29,28,30,Trinity Western,18,15,15,21,,69,2014-15,20141004
http://oua.ca/sports/mbkb/2014-15/boxscores/20141112_vi2m.xml?view=teamstats,14,18,0.321,0.333,9,28,5,15,17,7,Waterloo,60,67,,,0.391,0.46,25,64,23,50,0.333,0.667,1,3,16,24,York,,,0,Waterloo,11,14,15,20,,60,,,16,15,21,35,2,,,14,14,York,18,19,15,15,,67,2014-15,20141112
http://oua.ca/sports/mbkb/2015-16/boxscores/20151009_8c99.xml?view=teamstats,8,5,0.409,0.278,9,22,5,18,10,13,Algoma,30,17,,,0.385,0.417,25,65,25,60,0.143,0.774,1,7,24,31,Lakehead,3,19,5,Algoma,17,11,20,12,,60,,,10,17,27,46,6,2nd -- 09:44,4th -- 05:04,12,11,Lakehead,16,18,23,22,,79,2015-16,20151009
http://oua.ca/sports/mbkb/2015-16/boxscores/20160130_oa1j.xml?view=teamstats,11,12,0.421,0.292,8,19,7,24,14,9,Guelph,26,24,,,0.452,0.304,28,62,21,69,0.762,0.5,16,21,11,22,Algoma,28,2,4,Algoma,10,21,10,19,,60,,,9,4,35,39,5,4th -- 07:00,1st -- 03:47,9,9,Guelph,16,17,26,21,,80,2015-16,20160130
http://oua.ca/sports/mbkb/2015-16/boxscores/20160220_bixi.xml?view=teamstats,5,9,0.217,0.2,5,23,3,15,5,11,Queen's,19,2,,,0.309,0.411,21,68,30,73,0.722,0.615,13,18,8,13,Algoma,2,16,4,Queen's,15,12,20,13,,60,,,6,11,40,47,4,2nd -- 06:58,4th -- 03:43,11,13,Algoma,18,16,22,15,,71,2015-16,20160220
http://oua.ca/sports/mbkb/2015-16/boxscores/20150819_ngku.xml?view=teamstats,6,6,0.333,0.103,3,9,3,29,15,12,Texas Tech,24,4,,,0.459,0.369,28,61,24,65,0.571,0.529,8,14,9,17,Carleton,13,8,5,Carleton,19,8,14,19,,60,,,12,12,43,42,0,4th -- 02:54,1st -- 02:51,11,13,Texas Tech,12,14,19,22,,67,2015-16,20150819
http://oua.ca/sports/mbkb/2015-16/boxscores/20160219_0mb1.xml?view=teamstats,4,20,0.292,0.278,7,24,5,18,11,21,Laurier,21,44,,,0.338,0.618,22,65,42,68,0.563,0.667,9,16,8,12,Carleton,,,0,Laurier,23,6,15,16,,60,,,9,10,20,51,0,,,15,19,Carleton,34,23,21,19,,97,2015-16,20160219
http://oua.ca/sports/mbkb/2015-16/boxscores/20160227_xfcb.xml?view=teamstats,7,0,0.216,0.344,8,37,11,32,9,19,Lakehead,22,29,0,0,0.294,0.452,20,68,28,62,0.75,0.875,12,16,14,16,Windsor,5,27,2,Lakehead,14,16,16,14,,60,22,24,9,11,34,38,3,1st -- 04:58,3rd -- 06:30,9,13,Windsor,17,27,23,14,,81,2015-16,20160227
http://oua.ca/sports/mbkb/2015-16/boxscores/20160130_fli6.xml?view=teamstats,6,7,0.231,0.1,3,13,1,10,4,5,Laurier,23,19,,,0.324,0.475,23,71,28,59,0.579,0.7,11,19,14,20,Western,2,18,2,Laurier,8,11,19,22,,60,,,13,6,35,37,4,1st -- 03:19,2nd -- 02:33,12,15,Western,10,22,22,17,,71,2015-16,20160130
http://oua.ca/sports/mbkb/2015-16/boxscores/20160206_gdtz.xml?view=teamstats,8,12,0.286,0.217,8,28,5,23,9,15,Laurier,29,32,0,0,0.286,0.452,22,77,33,73,0.667,0.667,8,12,8,12,Toronto,3,25,2,Laurier,11,16,15,18,,60,0,0,13,13,36,60,1,1st -- 09:17,4th -- 08:01,8,15,Toronto,29,17,20,13,,79,2015-16,20160206
http://oua.ca/sports/mbkb/2015-16/boxscores/20160129_9xx2.xml?view=teamstats,11,10,0.208,0.214,5,24,3,14,8,11,Queen's,22,17,0,8,0.318,0.525,21,66,32,61,0.765,0.529,13,17,9,17,Ottawa,1,21,2,Queen's,10,21,15,14,,60,20,46,13,16,40,38,0,1st -- 07:59,4th -- 06:15,19,11,Ottawa,22,18,21,15,,76,2015-16,20160129
http://oua.ca/sports/mbkb/2015-16/boxscores/20160219_gbc7.xml?view=teamstats,3,9,0.429,0.242,12,28,8,33,14,14,Waterloo,22,40,2,8,0.377,0.449,23,61,35,78,0.5,0.438,2,4,7,16,Ottawa,1,30,4,Waterloo,17,12,17,14,,60,12,52,3,30,40,41,0,1st -- 07:13,4th -- 05:29,24,12,Ottawa,23,17,27,18,,85,2015-16,20160219
http://oua.ca/sports/mbkb/2016-17/boxscores/20170107_giyc.xml?view=teamstats,21,11,0.459,0.333,17,37,7,21,24,10,Carleton,50,10,,,0.474,0.294,37,78,20,68,0.667,0.52,10,15,13,25,Waterloo,,,0,Waterloo,16,14,13,17,,60,,,15,12,55,26,0,,,13,11,Carleton,31,21,16,33,,101,2016-17,20170107
http://oua.ca/sports/mbkb/2016-17/boxscores/20170128_r7gi.xml?view=teamstats,15,13,0.393,0.125,11,28,3,24,4,6,Carleton,33,19,,,0.516,0.368,32,62,21,57,0.636,0.714,7,11,15,21,Western,31,3,3,Western,14,8,12,26,,60,,,22,17,45,27,1,3rd -- 05:15,1st -- 09:32,18,16,Carleton,26,14,22,20,,82,2016-17,20170128
http://oua.ca/sports/mbkb/2016-17/boxscores/20170120_zj3f.xml?view=teamstats,10,3,0.308,0.333,8,26,8,24,15,21,Lakehead,29,22,,,0.318,0.507,21,66,34,67,0.476,0.765,10,21,13,17,Ottawa,2,31,3,Lakehead,12,19,13,16,,60,,,9,15,38,41,0,1st -- 09:34,4th -- 01:51,14,12,Ottawa,22,27,19,21,,89,2016-17,20170120
http://oua.ca/sports/mbkb/2016-17/boxscores/20161016_1sqg.xml?view=teamstats,17,6,0.167,0.25,4,24,6,24,4,11,Ottawa,8,22,0,0,0.393,0.453,24,61,24,53,0.706,0.5,12,17,6,12,Queen's,13,6,2,Queen's,17,11,14,18,,60,0,4,18,8,40,32,4,4th -- 06:13,3rd -- 05:12,8,16,Ottawa,20,10,19,15,,64,2016-17,20161016
http://oua.ca/sports/mbkb/2016-17/boxscores/20170217_knb7.xml?view=teamstats,7,8,0.313,0.222,10,32,4,18,8,19,York,18,15,0,0,0.324,0.492,22,68,30,61,0.545,0.545,6,11,6,11,Queen's,2,22,5,York,17,10,21,12,,60,2,4,15,25,36,45,1,1st -- 03:10,3rd -- 06:22,21,24,Queen's,16,25,18,11,,70,2016-17,20170217
http://oua.ca/sports/mbkb/2017-18/boxscores/20170822_i1z4.xml?view=teamstats,16,7,0.227,0.364,5,22,12,33,7,20,New Hampshire,23,32,,,0.25,0.406,15,60,26,64,0.676,0.793,25,37,23,29,Carleton,,,0,New Hampshire,8,16,16,20,,60,,,16,23,37,42,0,,,15,18,Carleton,31,23,18,15,,87,2017-18,20170822
http://oua.ca/sports/mbkb/2017-18/boxscores/20180210_3tcv.xml?view=teamstats,28,11,0.414,0.385,12,29,5,13,28,17,Carleton,41,27,,,0.527,0.46,39,74,23,50,0.611,0.529,11,18,9,17,Laurentian,,,0,Laurentian,7,18,13,22,,60,,,40,10,40,32,0,,,10,25,Carleton,30,20,24,27,,101,2017-18,20180210
http://oua.ca/sports/mbkb/2017-18/boxscores/20171021_8a0q.xml?view=teamstats,10,2,0.207,0.286,6,29,4,14,9,14,Lakehead,16,14,,,0.27,0.435,20,74,30,69,0.7,0.769,14,20,10,13,Manitoba,3,19,2,Lakehead,14,17,17,12,,60,,,4,7,49,34,2,1st -- 05:21,4th -- 05:30,11,9,Manitoba,16,17,29,12,,74,2017-18,20171021
http://oua.ca/sports/mbkb/2017-18/boxscores/20171014_ok7d.xml?view=teamstats,8,18,0.303,0.381,10,33,16,42,11,16,MacEwan,27,32,,,0.348,0.41,23,66,32,78,0.5,0.846,4,8,11,13,Laurier,6,31,1,MacEwan,20,12,17,11,,60,,,10,17,33,47,4,1st -- 08:04,4th -- 00:35,18,18,Laurier,20,26,24,21,,91,2017-18,20171014
http://oua.ca/sports/mbkb/2017-18/boxscores/20180110_e3eb.xml?view=teamstats,10,13,0.143,0.16,4,28,4,25,6,11,McMaster,8,15,,,0.269,0.377,21,78,29,77,0.7,0.696,14,20,16,23,Waterloo,5,20,7,McMaster,14,20,18,8,,60,,,4,10,49,52,5,2nd -- 06:38,4th -- 01:27,12,6,Waterloo,18,18,20,22,,78,2017-18,20180110
http://oua.ca/sports/mbkb/2017-18/boxscores/20180210_sibt.xml?view=teamstats,4,2,0.407,0.278,11,27,5,18,21,16,Ottawa,37,18,,,0.493,0.367,34,69,22,60,0.545,0.733,6,11,11,15,Nipissing,25,8,1,Nipissing,23,9,14,14,,60,,,16,6,41,29,0,4th -- 00:46,1st -- 03:25,9,10,Ottawa,17,22,20,26,,85,2017-18,20180210
http://oua.ca/sports/mbkb/2017-18/boxscores/20170828_6h5h.xml?view=teamstats,7,16,0,0.342,0,6,13,38,9,16,Ramapo,11,25,,,0.417,0.435,25,60,27,62,0.625,0.52,10,16,13,25,Ottawa,12,23,1,Ramapo,21,11,11,17,,60,,,16,26,37,42,1,1st -- 01:27,4th -- 02:30,19,17,Ottawa,9,22,21,28,,80,2017-18,20170828
http://oua.ca/sports/mbkb/2017-18/boxscores/20171028_0vtr.xml?view=teamstats,2,8,0.316,0.333,6,19,7,21,15,12,Ottawa,22,44,0,0,0.383,0.479,23,60,34,71,0.727,0.6,8,11,6,10,McGill,0,25,0,Ottawa,15,16,13,16,,60,28,46,14,22,27,42,0, -- ,4th -- 01:16,21,17,McGill,24,19,19,19,,81,2017-18,20171028
http://oua.ca/sports/mbkb/2018-19/boxscores/20181130_iapn.xml?view=teamstats,9,5,0.333,0.182,8,24,4,22,17,4,Carleton,25,22,,,0.477,0.35,31,65,21,60,0.778,0.7,7,9,14,20,Algoma,24,4,1,Algoma,17,16,16,11,,60,,,6,8,39,21,0,4th -- 02:06,1st -- 09:58,9,11,Carleton,24,19,16,18,,77,2018-19,20181130
http://oua.ca/sports/mbkb/2018-19/boxscores/20190208_uydl.xml?view=teamstats,19,8,0.345,0.263,10,29,5,19,17,9,Ryerson,28,27,,,0.467,0.404,35,75,23,57,0.889,0.692,16,18,9,13,Nipissing,,,0,Nipissing,18,11,15,16,,60,,,28,0,32,30,0,,,2,19,Ryerson,26,20,22,28,,96,2018-19,20190208
http://oua.ca/sports/mbkb/2018-19/boxscores/20180921_dwhj.xml?view=teamstats,4,6,0.261,0.442,6,23,19,43,9,19,Brebeuf,27,23,,,0.308,0.463,20,65,31,67,0.824,0.5,14,17,1,2,Ottawa,,,0,Brebeuf,7,15,12,26,,60,,,12,19,37,41,0,,,15,16,Ottawa,20,14,25,23,,82,2018-19,20180921
http://oua.ca/sports/mbkb/2018-19/boxscores/20181020_7i3g.xml?view=teamstats,7,18,0.308,0.385,8,26,10,26,8,12,Mount Royal,17,36,,,0.379,0.507,25,66,34,67,1,0.783,2,2,18,23,Ryerson,,,0,Mount Royal,18,12,13,17,,60,,,10,29,33,43,0,,,21,10,Ryerson,29,29,17,21,,96,2018-19,20181020
http://oua.ca/sports/mbkb/2018-19/boxscores/20181006_mprp.xml?view=teamstats,13,17,0.129,0.444,4,31,12,27,5,17,Waterloo,28,49,0,0,0.273,0.481,21,77,37,77,0.609,0.667,14,23,14,21,Regina,1,43,2,Waterloo,11,11,25,13,,60,34,50,13,13,40,57,0,1st -- 07:58,4th -- 03:21,13,14,Regina,34,26,20,20,,100,2018-19,20181006
http://oua.ca/sports/mbkb/2018-19/boxscores/20181011_a6g5.xml?view=teamstats,17,13,0.214,0.2,3,14,6,30,8,6,Dalhousie,22,22,,,0.368,0.348,28,76,23,66,0.688,0.667,11,16,8,12,Waterloo,12,2,8,Waterloo,14,15,17,14,,60,,,19,5,39,40,6,1st -- 03:36,2nd -- 02:37,7,16,Dalhousie,21,8,15,26,,70,2018-19,20181011
http://oua.ca/sports/mbkb/2018-19/boxscores/20180929_srxw.xml?view=teamstats,11,6,0.4,0.263,6,15,5,19,11,7,Dalhousie,39,10,,,0.439,0.292,25,57,19,65,0.667,0.944,14,21,17,18,York,15,5,2,York,15,4,29,12,,60,,,13,20,42,27,4,2nd -- 00:30,1st -- 02:36,24,13,Dalhousie,17,17,17,19,,70,2018-19,20180929
http://oua.ca/sports/mbkb/2014-15/boxscores/20141115_gx86.xml?view=teamstats,10,27,0.2,0.375,4,20,9,24,9,18,Algoma,40,28,,,0.352,0.411,19,54,30,73,0.864,0.952,19,22,20,21,Guelph,,,0,Algoma,9,16,15,21,,61,,,9,30,28,38,0,,,26,17,Guelph,28,20,23,18,,89,2014-15,20141115
http://oua.ca/sports/mbkb/2014-15/boxscores/20150124_owwp.xml?view=teamstats,19,0,0.464,0.4,13,28,6,15,8,1,Carleton,26,29,0,0,0.532,0.444,33,62,20,45,0.792,0.652,19,24,15,23,Western,,,0,Western,13,12,19,17,,61,34,22,16,6,40,18,0,,,8,10,Carleton,19,32,26,21,,98,2014-15,20150124
http://oua.ca/sports/mbkb/2014-15/boxscores/20141005_ph9j.xml?view=teamstats,17,9,0.241,0.458,7,29,11,24,10,16,McGill,32,22,,,0.296,0.518,21,71,29,56,0.6,0.571,12,20,8,14,Queen's,,,0,McGill,6,16,17,22,,61,,,18,10,41,41,0,,,12,18,Queen's,22,15,18,22,,77,2014-15,20141005
http://oua.ca/sports/mbkb/2014-15/boxscores/20141017_kceo.xml?view=teamstats,11,13,0.238,0.393,5,21,11,28,10,21,Thompson Rivers,22,26,,,0.357,0.464,20,56,32,69,0.727,0.696,16,22,16,23,Windsor,,,0,Thompson Rivers,14,11,21,15,,61,,,10,38,37,41,2,,,28,18,Windsor,27,24,14,26,,91,2014-15,20141017
http://oua.ca/sports/mbkb/2015-16/boxscores/20160120_bj1z.xml?view=teamstats,6,10,0,0.276,0,11,8,29,5,15,Western,17,31,,,0.464,0.333,26,56,21,63,0.625,0.786,20,32,11,14,Brock,11,3,7,Brock,10,18,13,20,,61,,,22,13,40,42,4,4th -- 00:01,3rd -- 09:43,15,20,Western,12,16,21,23,,72,2015-16,20160120
http://oua.ca/sports/mbkb/2015-16/boxscores/20160122_lf4w.xml?view=teamstats,20,6,0.296,0.323,8,27,10,31,13,15,Carleton,16,48,,,0.301,0.375,22,73,24,64,0.474,0.84,9,19,21,25,Ryerson,12,26,3,Carleton,19,10,11,21,,61,,,10,19,57,39,1,1st -- 04:53,4th -- 02:06,20,13,Ryerson,13,19,22,25,,79,2015-16,20160122
http://oua.ca/sports/mbkb/2015-16/boxscores/20151113_6199.xml?view=teamstats,26,5,0.424,0.44,14,33,11,25,12,12,Ottawa,17,29,,,0.537,0.322,36,67,19,59,0.5,0.632,3,6,12,19,Lakehead,30,5,3,Lakehead,22,12,17,10,,61,,,24,14,47,21,2,4th -- 00:31,2nd -- 05:35,16,13,Ottawa,23,20,21,25,,89,2015-16,20151113
http://oua.ca/sports/mbkb/2015-16/boxscores/20160123_je3o.xml?view=teamstats,15,13,0.15,0.333,3,20,5,15,9,15,Western,10,15,6,4,0.329,0.441,24,73,26,59,0.625,0.606,10,16,20,33,McMaster,2,20,3,Western,12,11,17,21,,61,38,36,20,25,41,45,3,1st -- 09:05,4th -- 04:44,22,21,McMaster,20,19,15,23,,77,2015-16,20160123
http://oua.ca/sports/mbkb/2015-16/boxscores/20160122_9kg2.xml?view=teamstats,0,10,0.308,0.294,8,26,5,17,18,4,Ottawa,38,21,0,0,0.557,0.317,34,61,20,63,0.786,0.727,11,14,16,22,Toronto,31,1,4,Toronto,16,11,17,17,,61,0,0,27,7,33,36,4,4th -- 04:39,1st -- 02:36,12,17,Ottawa,17,21,28,21,,87,2015-16,20160122
http://oua.ca/sports/mbkb/2015-16/boxscores/20160130_8sm3.xml?view=teamstats,9,17,0.304,0.355,7,23,11,31,10,20,York,23,32,0,2,0.359,0.508,23,64,31,61,0.727,0.783,8,11,18,23,Ottawa,12,33,3,York,23,11,13,14,,61,22,30,16,15,32,39,4,1st -- 03:14,4th -- 04:25,14,14,Ottawa,18,19,31,23,,91,2015-16,20160130
http://oua.ca/sports/mbkb/2015-16/boxscores/20160109_sbfr.xml?view=teamstats,18,10,0.226,0.235,7,31,4,17,15,10,McGill,27,16,0,0,0.342,0.426,27,79,23,54,0.643,0.524,9,14,11,21,Queen's,15,4,9,Queen's,21,10,14,16,,61,0,0,18,9,43,35,6,3rd -- 05:50,1st -- 08:06,9,18,McGill,19,22,19,10,,70,2015-16,20160109
http://oua.ca/sports/mbkb/2016-17/boxscores/20161125_j0lu.xml?view=teamstats,10,2,0.429,0.344,15,35,11,32,14,8,Ryerson,57,48,,,0.545,0.306,42,77,19,62,0.8,1,12,15,12,12,Algoma,56,9,1,Algoma,14,15,10,22,,61,,,22,6,43,26,1,4th -- 04:31,1st -- 07:34,9,15,Ryerson,25,25,33,28,,111,2016-17,20161125
http://oua.ca/sports/mbkb/2016-17/boxscores/20170211_1b2q.xml?view=teamstats,16,7,0.24,0.45,6,25,9,20,9,15,Algoma,12,17,4,12,0.323,0.443,21,65,27,61,0.65,0.65,13,20,13,20,McMaster,4,20,9,Algoma,14,15,15,17,,61,16,36,15,22,42,31,3,1st -- 08:01,4th -- 02:52,20,16,McMaster,17,16,21,22,,76,2016-17,20170211
http://oua.ca/sports/mbkb/2016-17/boxscores/20170203_r1fv.xml?view=teamstats,5,15,0.268,0.313,11,41,5,16,10,9,Ottawa,18,23,,,0.292,0.5,19,65,29,58,0.5,0.647,12,24,11,17,Carleton,3,20,9,Ottawa,13,16,9,23,,61,,,12,0,29,48,7,2nd -- 01:43,4th -- 08:28,2,15,Carleton,14,17,23,20,,74,2016-17,20170203
http://oua.ca/sports/mbkb/2016-17/boxscores/20161119_01ur.xml?view=teamstats,4,15,0.333,0.417,7,21,10,24,6,15,Laurentian,4,35,0,0,0.346,0.486,18,52,34,70,0.947,0.833,18,19,20,24,Ryerson,5,37,5,Laurentian,18,12,12,19,,61,14,40,10,40,27,40,2,1st -- 09:04,4th -- 00:00,28,11,Ryerson,23,25,27,23,,98,2016-17,20161119
http://oua.ca/sports/mbkb/2016-17/boxscores/20161203_apf5.xml?view=teamstats,6,17,0.316,0.125,6,19,2,16,17,7,Laurentian,12,33,,,0.381,0.324,24,63,23,71,0.593,0.65,16,27,13,20,Waterloo,11,2,6,Waterloo,16,18,5,22,,61,,,11,9,38,39,5,4th -- 00:15,2nd -- 06:18,13,16,Laurentian,21,14,12,23,,70,2016-17,20161203
http://oua.ca/sports/mbkb/2016-17/boxscores/20161007_hp45.xml?view=teamstats,5,22,0.25,0.31,7,28,9,29,10,17,StFX,19,41,0,0,0.321,0.5,25,78,41,82,0.571,0.733,4,7,11,15,Ryerson,5,42,4,StFX,22,10,13,16,,61,0,0,5,28,39,44,6,1st -- 04:10,4th -- 02:26,20,7,Ryerson,22,21,32,27,,102,2016-17,20161007
http://oua.ca/sports/mbkb/2016-17/boxscores/20161111_yi1y.xml?view=teamstats,14,5,0.361,0.296,13,36,8,27,7,3,Ryerson,22,9,0,0,0.429,0.386,33,77,22,57,0.9,0.75,9,10,9,12,Toronto,,,0,Toronto,17,19,9,16,,61,0,0,18,7,40,33,0,,,10,14,Ryerson,28,9,28,23,,88,2016-17,20161111
